headline,date,time,description
Early adoption of euro rejected,"March 1, 2009",12:15 pm CET,EU leaders reject idea of easing access to the eurozone but hint at more flexible rules for entry into the eurozone’s waiting room.
EU leaders in Brussels for summit,"March 1, 2009",5:50 am CET,Central and eastern European leaders prepare united front ahead of summit called to discuss financial and economic crises; plane problems delay Merkel’s arrival.
MEP becomes Latvia’s prime minister,"February 26, 2009",4:11 am CET,Economic background thrusts Valdis Dombrovskis to the fore of Latvian politics.
Beware the prophets of doom and their ghoulish words,"February 25, 2009",5:00 pm CET,The economic situation in eastern Europe may be bad but that does not mean regional meltdown is on the way.
"Expansion, not handouts","February 25, 2009",5:00 pm CET,The pragmatic response to the economic crisis.
Keep quiet on the crisis,"February 25, 2009",5:00 pm CET,EU leaders need to manage expectations better.
Warnings too late,"February 25, 2009",5:00 pm CET,The Commission’s radar screen and disasters. With the European economy at last fully competitive with the rest of the world – in the speed at which it …
How to speak with one voice,"February 25, 2009",5:00 pm CET,Angela Merkel achieves the improbable. The European Union has long struggled with the question of how to “speak with one voice”. The currently divisive subject of protectionism …
Tax crack-down divides EU,"February 25, 2009",5:00 pm CET,Tax havens face regulatory backlash; Germany pushing hard for tougher action.
Governments are wary of getting behind the wheel,"February 25, 2009",5:00 pm CET,"Requests for help from troubled carmakers are becoming more and more urgent, but they might not get the assistance they want from governments."
ECB president stands to gain more powers,"February 25, 2009",5:00 pm CET,"De Larosière’s much-awaited report calls idea of single regulator ‘unrealistic’, but wants ECB’s president to chair pan-EU stability council."
Topolánek wants anti-protectionism pledges,"February 25, 2009",5:00 pm CET,Czech prime minister in bid to mend financial splits; member states complain about too many summits.
EU’s list of energy projects blown off course yet again,"February 25, 2009",5:00 pm CET,Arguments over how to share €3.5bn of funding; list said to contain ‘regional imbalances’.
The EU is about more than just the big states,"February 25, 2009",5:00 pm CET,"It’s Sunday, there must be a summit."
Action is needed to give Ukraine’s clouds a silver lining,"February 25, 2009",5:00 pm CET,"The skies over Ukraine are darkening but there are three clear sets of actions the country could take, with the IMF’s support."
Commission willing to cut banana tariffs,"February 25, 2009",10:57 am CET,"Draft proposal would lower tariffs, but not as much as the EU had already offered in WTO talks."
Hungarian PM calls for stronger ECB,"February 24, 2009",1:18 pm CET,Hungary seeks refuge in eurozone and seeks help from financial institutions.
EU business alarmed at protectionism,"February 24, 2009",8:01 am CET,
Too European to fail,"February 23, 2009",10:00 am CET,
EU takes aim at hedge funds and tax havens,"February 22, 2009",3:03 pm CET,
Latvian government falls,"February 20, 2009",10:13 am CET,
Barroso to attend meeting of regional leaders,"February 20, 2009",7:05 am CET,
"Now you see me, now you don’t","February 18, 2009",10:05 pm CET,
Responding to voters’ concerns?,"February 18, 2009",10:00 pm CET,The economy and climate change key priorities as political groups launch election manifestos.
"Enlargement: rewind, pause or forward?","February 18, 2009",10:00 pm CET,The value of the last EU enlargement is evident. But the pace of negotiations on future enlargement must depend on the pace of reform.
Flexibility now and sustainability in the long term,"February 18, 2009",10:00 pm CET,"The Stability and Growth Pact is not a straitjacket, but  applied correctly, it is an asset."
Political diplomat,"February 18, 2009",10:00 pm CET,France’s Europe minister rebuilds relations.
Mirek’s many challenges on his odyssey to Lisbon,"February 18, 2009",10:00 pm CET,Getting the Lisbon treaty through the Czech parliament may be the start of Prime Minister Topolánek’s ultimate test.
High cost of protectionism,"February 18, 2009",10:00 pm CET,We should accept that globalisation is a fact of life.
Pact’s a real balancing act,"February 18, 2009",10:00 pm CET,The European Commission will open infringement procedures against some member states for non-compliance with the principles of the Stability and Growth Pact (‘Six member states told to …
Civil unrest should not be a surprise,"February 18, 2009",10:00 pm CET,The UK’s government has betrayed the working class.
Visions of patriotic traffic jams,"February 18, 2009",10:00 pm CET,"It used to whistle, but the European car industry is not singing about its future any longer."
Half-measures won’t do for financial markets,"February 18, 2009",10:00 pm CET,A European system of financial supervisors must be closely linked to the ECB if it is to have the leverage to deal with the economic crisis.
Central European leaders to hold crisis meeting,"February 18, 2009",10:00 pm CET,Region’s leaders fear being left out in the cold – and seek co-ordinated EU help.
Eastern leaders ask for help from the eurozone,"February 18, 2009",10:00 pm CET,New EU member states want more flexibility but are still committed to adopting the euro.
MEPs threaten to rip up 40-year-old deal,"February 18, 2009",10:00 pm CET,European Parliament threat to Council of Ministers could end ‘gentleman’s agreement’.
Employers and trade unions to clash,"February 18, 2009",10:00 pm CET,Representatives to meet the Commission as economic crisis heightens employment tensions.
Our northern saviour,"February 18, 2009",5:00 pm CET,"Finland saving us from dystopia. Futurologists in the EU – and who, in these difficult days, does not prefer to be a futurologist? – may want to …"
Six member states told to reduce budget deficits,"February 18, 2009",4:00 am CET,"Commission tells Spain, France, Greece, Ireland, Latvia and Malta will need to bring deficits back close to or below 3% of gross domestic product."
CAP ‘should continue’ to fund food for the poor,"February 17, 2009",10:30 pm CET,MEPs want the EU to continue to distribute food for the poor with money from its agriculture budget
Tougher timber rules wanted,"February 17, 2009",7:54 am CET,Companies who use illegally logged timber would face closure if European Parliament committee has its way.
Spain promises a “transformational” presidency,"February 16, 2009",11:20 am CET,Zapatero makes promotion of a new economic model a top priority of his country’s presidency of the EU.
Protectionism condemned by G7 finance ministers,"February 15, 2009",6:00 am CET,Ministers applaud strengthening value of the renminbi.
Regions speak out against economic nationalism,"February 13, 2009",7:10 am CET,CoR president tells member states to co-ordinate against economic crisis
Fillon defends support for car industry,"February 12, 2009",10:00 am CET,"France ‘not imposing conditions’ on EU investments, wants pan-EU plan to help carmakers."
Mr Prudent and the Prince clash heads,"February 11, 2009",5:00 pm CET,"Meaning what they say, more or less."
Small firms could be exempt from EU’s accounting rules,"February 11, 2009",5:00 pm CET,Concern that proposalscould harm businesses; companies could savemore than €5 billion.
Parliament support for ‘Barroso’s billions’,"February 11, 2009",5:00 pm CET,
Faultlines threaten to become a rift as trade suffers,"February 11, 2009",5:00 pm CET,
The great survivor,"February 11, 2009",5:00 pm CET,
Old financial creeds lose their worshippers,"February 11, 2009",5:00 pm CET,
It is far too late to put the clock back in eastern Europe,"February 11, 2009",5:00 pm CET,
Pay cuts for commissioners?,"February 11, 2009",5:00 pm CET,
Mr Prudent and the Prince clash heads,"February 11, 2009",5:00 pm CET,"Meaning what they say, more or less."
Small firms could be exempt from EU’s accounting rules,"February 11, 2009",5:00 pm CET,Concern that proposalscould harm businesses; companies could savemore than €5 billion.
Czechs drive proposal to scrap old vehicles,"February 11, 2009",5:00 pm CET,Czechs argue that there should be common rules on efforts to encourage modernisation of Europe’s car fleet.
Ministers struggle to agree rules for toxic assets,"February 11, 2009",5:00 pm CET,Cleaning up the balance sheets of Europe’s banks will not be straightforward. The task has the potential to damage the single market.
MEPs want economic policy co-ordinated,"February 11, 2009",12:18 pm CET,Parliamentary committee wants to empower European Central Bank and oblige governments to work together.
Risk of protectionism is ‘severe’,"February 11, 2009",10:20 am CET,"Commission names eight countries as specific risks, including the US and China."
EU to hold jobs summit,"February 11, 2009",8:23 am CET,Second extra summit of EU leaders called; focus will be on jobs.
"Czech, French premiers to meet Commission","February 10, 2009",5:00 pm CET,Date of extra summit to be announced; protectionism on the agenda.
EU reaches initial agreement on toxic assets,"February 10, 2009",11:58 am CET,Risk-sharing and constraints on bank managers feature in set of principles that should underlie schemes for low-quality assets.
Commission investigating French car aid,"February 10, 2009",9:49 am CET,"EU executive asks France for details of support scheme for car industry, says obligation to produce in France would be illegal."
EU moves towards ‘toxic asset’ deal,"February 10, 2009",2:50 am CET,Eurozone states back common approach to banks’ bad debts ahead of pan-EU meeting.
Sweden ‘very worried’ by French car plans,"February 10, 2009",1:03 am CET,Swedish premier voices contrasts French and Swedish plans; European Commission’s president warns of ‘protectionism from the inside’.
Czechs call extra EU summit,"February 9, 2009",8:10 am CET,EU presidency summons leaders to discuss economic crisis and takes aim at protectionist sentiments.
EU banks’ toxic assets under review,"February 8, 2009",5:00 pm CET,Infrastructure spending and extension of special VAT rates for restaurants up for debate by EU finance ministers.
ECB keeps interest rates steady,"February 5, 2009",1:29 pm CET,"Eurozone’s central bank holds back, while the Bank of England presses ahead with further cut."
Baltic Sea to receive renewed EU attention,"February 5, 2009",12:58 pm CET,Sweden prepares to champion the cause of the Baltic as Commission proposes regional strategy.
Trio of state-aid plans approved,"February 5, 2009",12:54 pm CET,Commission approves programmes presented by the EU’s three largest economies to help firms hit by credit-crunch.
Financial architect,"February 4, 2009",5:00 pm CET,A master of the dismal science and of the Commission.
A new type of democracy is taking hold,"February 4, 2009",5:00 pm CET,"Greece gives us the gift of a new form of democracy, baptised in a spirit of unreasonableness."
‘Big bang’ theory misses the mark,"February 4, 2009",5:00 pm CET,"An increase in protectionism across Europe poses a very  serious threat to the single currency, but don’t bet on a sudden implosion."
Pöttering strikes gold,"February 4, 2009",5:00 pm CET,"Quite why is the Court of Auditors, a supposed model of impartiality, giving a gold medal to the head of the European Parliament, an institution that has …"
Commission fears protectionist tide,"February 4, 2009",5:00 pm CET,"Social unrest, industrial strife, state-aid plans and fear of US trade barriers prompt Commission debate."
Farmers in line for millions of extra funding,"February 4, 2009",5:00 pm CET,"Rural Europe could win out, urban Europe lose out."
Parliament says ‘Yes’ then ‘No’ to funding for Libertas,"February 4, 2009",5:00 pm CET,"Estonian parliamentarian denies backing new party; Libertas could lose €200,000 in funding."
EU-wide plan for car sector in the offing,"February 4, 2009",9:00 am CET,
EU attacks ‘Buy American’ proposal,"February 3, 2009",1:15 pm CET,
Libertas bid for funding comes a cropper,"February 3, 2009",5:25 am CET,
Bank secrecy rules questioned,"February 2, 2009",11:44 am CET,
Economic sentiment hits new low,"January 29, 2009",9:06 am CET,
Commission presents list of priority projects,"January 28, 2009",5:00 pm CET,
Failure after failure erodes Europeans’ confidence,"January 28, 2009",5:00 pm CET,But boosting German manufacturing power is not the answer for the rest of Europe.
Is economic turmoil ushering in a new era of insecurity?,"January 28, 2009",5:00 pm CET,A film about a failed coup in Estonia in the 1920s has lessons for today’s leaders as they similar economic hardships.
The sore test that may await the euro,"January 26, 2009",2:00 am CET,"The euro-area has built a firewall but lacks a fire brigade, as Greece’s economic problems may be about to show."
Cautious welcome for ‘acceptable’ errors,"January 21, 2009",5:00 pm CET,Commission that costs of pursuing improvements would outweigh the benefits.
MEPs push for action on fuel poverty,"January 21, 2009",5:00 pm CET,MEPs demand that governments take action to tackle the growing problem of fuel poverty.
Cunning moneyman,"January 21, 2009",5:00 pm CET,The man tasked with fixing Europe’s financial supervision.
Ashton sounds out the US on chances for world trade talks,"January 21, 2009",5:00 pm CET,Trade commissioner on four-day visit to the US; bilateral disputes escalate at WTO.
What can stop the economic bleeding?,"January 21, 2009",5:00 pm CET,"Experts are warning that, despite huge cuts in interest rates on both sides of the Atlantic, Western economies are still highly vulnerable."
Restoring financial order and economic growth?,"January 21, 2009",5:00 pm CET,"Opportunity knocks, and Commission officials flee. With the EU facing the most serious economic downturn since the Great Depression, one might assume that the staff of the …"
Presidency plans common rules on inheritance claims,"January 21, 2009",5:00 pm CET,Draft legislation to be presented in the spring; inheritance certificate to prove ownership.
Banks could lend reserves,"January 21, 2009",6:41 am CET,EU finance ministers support easing of rules to enable banks to use capital reserves to boost loans.
Trichet sees no risk of deflation,"January 21, 2009",6:15 am CET,"President of the European Central Bank welcomes easing of inflationary pressures, sees no threat of downward spiral in prices."
Dairy farmers may receive fresh funds,"January 20, 2009",5:32 am CET,European Commission set to follow up recent support measures with proposal to use unspent funds in helping dairy sector.
Centralised supervision of EU’s financial markets on agenda,"January 20, 2009",3:57 am CET,"Broad-ranging discussions are expected when EU finance ministers, but specific measures appear unlikely."
"French, Portuguese crisis aid approved","January 19, 2009",10:11 am CET,"European Commission allows French and Portuguese governments to give companies a grant of €500,000."
The one-corner solution,"January 19, 2009",2:00 am CET,The European Central Bank’s response to the economic crisis demonstrates how distinctions between eurozone and non-euro economies have blurred – and why there is a case for loosening the Maastricht criteria.
EU considers support for car sector,"January 16, 2009",9:45 am CET,European Commission backs co-ordinated steps to support car-makers and says EU’s lending bank stands ready to help.
Bulgaria could get back frozen EU funds,"January 14, 2009",5:00 pm CET,Reforms could lead to the release of €115m; unfreezing could boost prime minister’s re-election bid.
Paving the way for road-building,"January 14, 2009",5:00 pm CET,Plans to improve transport infrastructure have been plagued by delays and spiralling costs.
Czechs want VAT compromise by March,"January 14, 2009",5:00 pm CET,Presidency to present timeline to member states; proposal could affect goods and services sectors.
OECD backing for ECB monetary policy,"January 14, 2009",5:00 pm CET,Rich-country club impressed by the first decade of the European Central Bank.
Reviving the EU’s economy,"January 14, 2009",5:00 pm CET,"Measures should bear fruit by end of year, says commissioner; no changes in entry rules for euro currency."
An ECB spending spree,"January 14, 2009",5:00 pm CET,"Reading the runes from a spot of retail therapy in the US. Spotted in Washington, DC, last week: Lucas Papademos, the vice-president of the European Central Bank, …"
Czechs to emphasise energy issues during presidency,"January 14, 2009",10:20 am CET,Czech premier vows to push forward energy projects and the diversification of energy supplies during his country’s presidency of the EU.
"Trichet praises euro, warns of challenges","January 13, 2009",10:57 am CET,
Germany seeks to stimulate economy again,"January 13, 2009",9:17 am CET,
Barroso’s investment plan faces tough challenges,"January 7, 2009",5:00 pm CET,
Copying the Fed is not the way for the ECB,"January 7, 2009",5:00 pm CET,
Will Europe rise to the challenge of an Obama presidency?,"January 7, 2009",5:00 pm CET,
Bringing Merkel on board,"January 7, 2009",5:00 pm CET,
"Sarkozy’s determination was right then, not always","January 7, 2009",5:00 pm CET,More hyperactive EU presidents would merely fuel Euroscepticism.
Europe needs higher fertility rates,"January 7, 2009",5:00 pm CET,More family-friendly policies are required if Europe is to avoid a sharp population fall.
Barroso: recovery package may change,"January 7, 2009",5:00 pm CET,Commission president suggests economy may need more stimulating as Germany prepares to prime its pumps.
Unity is vital for tackling recession,"January 7, 2009",5:00 pm CET,EU member states must withstand protectionist pressures and present a united vision of how to tackle the global recession.
"Slovakia euro changeover proceeding “smoothly”, Commission says","January 1, 2009",11:29 am CET,Slovakia joins eurozone; date coincides with 10th anniversary of single currency’s launch.
Time to change the euro’s rules,"December 23, 2008",5:00 pm CET,"Would-be members of the euro-zone face rules that risk exacerbating their economic difficulties; if need be, they should adopt the euro unilaterally."
Romania’s new government takes office,"December 23, 2008",1:27 pm CET,Emil Boc becomes the country’s new prime minister; dealing with economic slowdown high on new government’s agenda.
Member states delay decision on extra spending for 2008,"December 23, 2008",9:31 am CET,"A setback for José Manuel Barroso, as national governments fail to back his plan to increase the 2008 budget by €5 billion."
Irish government announces bank bail-out,"December 22, 2008",4:43 am CET,"Irish government says it will recapitalise its banks, but has yet to receive approval from the European Commission."
Reshaping a cultural drive-by,"December 20, 2008",9:00 am CET,How Linz is seizing upon its year as European Capital of Culture.
EU announces €3.1bn loan to Latvia,"December 19, 2008",1:44 pm CET,Total assistance of €7.5 million announced
Barroso’s €5 bn plan meets opposition,"December 19, 2008",10:05 am CET,"With little over a week left for a deal, nine states raise objections to European Commission president’s plan to divert funds to energy and broadband projects."
Bulgaria warned against ‘playing politics’ with EU funds,"December 18, 2008",11:51 am CET,European Commission president renews his criticism of Bulgaria’s failure to reform and to tackle corruption.
MEPs back increased bank-deposit guarantees,"December 18, 2008",7:23 am CET,"Guarantee level should rise to €100,000 in 2010, a fivefold increase."
Barroso looks for €5bn more for 2008 budget,"December 17, 2008",5:00 pm CET,Internet and carbon capture storage would be main beneficiaries of Commission president’s plans.
A weak Merkel does not diminish Germany’s economic strength,"December 17, 2008",5:00 pm CET,"Angela Merkel’s government is increasingly unco-operative, but that does not mean that Germany is losing influence in the EU."
Commission reforms offer scant comfort for new jobless,"December 17, 2008",5:00 pm CET,The globalisation fund needs to be more than PR.
Not the moment for protectionism,"December 17, 2008",5:00 pm CET,"The EU claims to be a leader on trade, but instead undermines the credibility of the trading system."
Competition commissioner eases state aid rules to tackle recession,"December 17, 2008",5:00 pm CET,The European Commission responds to criticism from national governments by easing rules on access to state support and setting out a set of specific measures that it would back.
Ebenezer Scrooges?,"December 17, 2008",5:00 pm CET,"Christmas, just the time for some budgeting. The French government has ensured that Christmas will not come early for the member states’ ambassadors and deputy ambassadors to …"
Swiss delegation on Schengen tour,"December 17, 2008",5:00 pm CET,"Swiss lessons in autonomy, functioning federalism and rotating presidencies. Switzerland lies at the heart of Europe but proudly remains outside the EU. Its main foreign policy approach …"
"Switzerland, EU touch on framework deal","December 15, 2008",11:15 am CET,Idea of an overarching agreement for bilateral relations re-surfaces; Swiss president hopes Schengen rights will be extended to Bulgaria and Romania.
EU releases funds for redundant Italian textile workers,"December 15, 2008",7:40 am CET,Release of funding from the under-used European Globalisation Adjustment Fund comes on the eve of revisions intended to respond to economic crisis.
Slovakia’s move to euro expected to be smooth,"December 15, 2008",2:52 am CET,Slovakia’s mints have been busy preparing for the switchover; Poland’s progress also dominates European Commission’s report.
"EU clears German, Slovenian bank schemes","December 12, 2008",12:14 pm CET,
EU agrees to provide major stimulus to economy,"December 12, 2008",9:34 am CET,
"Deals on climate change, economy and Lisbon treaty","December 12, 2008",8:53 am CET,
Luxembourg tops GDP table,"December 12, 2008",3:31 am CET,
EU to help Irish pig farmers,"December 11, 2008",10:53 am CET,
Commission wants to ease rules for globalisation fund,"December 10, 2008",5:00 pm CET,
Tackling climate change can help contain global economic crisis,"December 10, 2008",5:00 pm CET,This week’s European Council must raise confidence that all is being done to tackle both global warming and the recession.
Czech caution about growth stimulus deal,"December 10, 2008",5:00 pm CET,Scepticism about package is combined with interest in faster payment of structural funds.
EIB gets an extra €30bn for infrastructure projects,"December 10, 2008",5:00 pm CET,Funds will be directed primarily towards into new member states.
"Inflation, deflation and quantitative easing…","December 10, 2008",5:00 pm CET,"Avoiding major mistakes, like tackling a deflation that is not there, should be the European Central Bank’s first priority."
EU leaders face heavy session to get climate-change deal,"December 10, 2008",3:02 pm CET,Significant obstacles remain to be overcome as EU leaders prepare to gather for a summit that will also feature tricky debate about an economic stimulus.
Support for Austrian banking cleared,"December 10, 2008",6:09 am CET,Vienna’s package for the Austrian banking system includes a first – a guarantee on bank assets.
Barroso eyes climate change deal,"December 9, 2008",9:03 am CET,"Heading into the EU summit, the European Commission’s president is optimistic of a landmark agreement."
EU eases state-aid rules,"December 8, 2008",6:33 am CET,Competition authorities respond to criticism by making more banks eligible for support.
Railways secure €1.7bn in EU funding,"December 5, 2008",12:37 pm CET,European Commission signs off on 11 projects along two major routes across Europe.
The limits of openness,"December 4, 2008",2:44 pm CET,An open-ended interpretation of globalisation could herald a return to pragmatism and traditional policy goals.
Interest rates cut,"December 4, 2008",12:49 pm CET,"Four central banks, including the ECB, make deep cuts in interest rates as fresh figures show the European economy contracted by 0.2% in the third quarter."
Parliament backs aid to developing-world farmers,"December 4, 2008",11:33 am CET,EU plan to create an emergency fund for farmers in poorer countries clears its penultimate hurdle.
EU leaders mull new global trade deal to stem financial crisis,"December 3, 2008",5:00 pm CET,Hopes rise for global trade deal before the end of the year.
Europe keeps its space sector aloft,"December 3, 2008",5:00 pm CET,ESA budget increased by 20%; satellite data gathering project secured till 2018.
Three million flat-screen plasma TVs can’t be wrong,"December 3, 2008",5:00 pm CET,Shop till you drop.
Stepping up the fight against piracy,"December 3, 2008",5:00 pm CET,The EU struggles to come up with an effective set-up for intellectual property rights.
Stemming the tide of cheap fake goods,"December 3, 2008",5:00 pm CET,"Despite repeated attempts to stop the flow of counterfeit goods from China, the number of fake products keeps rising."
Can the EU protect intellectual property? (I),"December 3, 2008",5:00 pm CET,Europe needs modern solutions to tackle the problems that counterfeiters of digital and physical goods pose to intellectual property rights.
Can the EU protect intellectual property? (II),"December 3, 2008",5:00 pm CET,"Counterfeiting and piracy pose serious threats to business and governments, but also put European consumers at great risk."
Who’d bank on McCreevy’s next job?,"December 3, 2008",5:00 pm CET,The search for an unfetid pond for a big fish. Those European commissioners that want to stay on in Brussels after next year’s European Parliamentary elections are …
EU eyes energy use in low-cost housing,"December 3, 2008",7:48 am CET,European Commission calls for more funds to boost energy efficiency in low-cost housing.
Commission attacked over aid to banks,"December 2, 2008",10:42 am CET,Germany and Sweden lead criticism of EU executive’s handling of the banking crisis; finance ministers approve deposit guarantees and supervision framework.
Duty-free allowances increased,"December 1, 2008",10:26 am CET,"Limits have been eased or ended for most goods, but restrictions on beer have been tightened."
Poland unveils €24 bn economic package,"December 1, 2008",9:22 am CET,Polish government unveils package and says it will ease rules to encourage investment.
French vision for CAP blocked,"December 1, 2008",5:35 am CET,
"It’s Tibet, not the economy, stupid!","November 28, 2008",11:15 am CET,
Commission paper wants to open up food market,"November 28, 2008",11:15 am CET,
Living in history,"November 28, 2008",2:47 am CET,
France faces backlash over the CAP’s future,"November 26, 2008",5:00 pm CET,
Barroso urges member states to support €200bn recovery plan,"November 26, 2008",5:00 pm CET,
Commission strips Bulgaria of Phare money,"November 26, 2008",5:00 pm CET,More money could become inaccessible shortly.
Fresh trade barriers would sound the death knell for global growth,"November 26, 2008",5:00 pm CET,The G20 should be applauded for agreeing to avoid protectionist measures and to revive world trade talks.
A simple and complicated way of dealing with corruption,"November 26, 2008",5:00 pm CET,The EU’s approach to dealing with corruption is not working: the watchdogs need watching.
Good intentions end up in a legislative mess,"November 26, 2008",5:00 pm CET,"The Commission president will get his €1 billion to help farmers in developing countries, but the proposal has been changed for the worse."
France’s presidency enters the endgame,"November 26, 2008",5:00 pm CET,"Nicolas Sarkozy, the president of France, broughtambition and energy to France’s turn at the EU helm, but what will he have to show for all the sound and fury?"
More than just a coffee-table book,"November 26, 2008",5:00 pm CET,A study that provides an overview of the origins and effects of the single European currency and doubles up as a table decoration.
Summits alone won’t heal economic scars,"November 26, 2008",5:00 pm CET,The EU may soon regret its unwise resistance to reforming the International Money Fund.
Shaking money from the EU’s sleeves,"November 26, 2008",11:29 am CET,"A week ago, Barroso struggled to get €1 billion out of the EU. How can he hope to flush out €200 billion now?"
EU executive proposes massive economic stimulus,"November 26, 2008",8:08 am CET,"European Commission will seek backing for a €200 billion plan that would act as “targeted, timely and temporary” catalyst for the European economy."
Support for Latvian bank approved,"November 25, 2008",12:07 pm CET,European Commission clears Riga’s intervention to shore up the finances of Latvia’s second-largest bank.
Fear of fraud costs Bulgaria EU funding,"November 25, 2008",9:56 am CET,"Bulgaria loses €220 million in funds from the European Commission, and that figure could more than double."
French push traditional vision of CAP,"November 24, 2008",11:52 am CET,EU agricultural ministers have been called to Brussels to debate French defence of measures to buttress farmers’ incomes.
Big drop in Europe’s population predicted,"November 24, 2008",10:13 am CET,"Population set to fall by 8% by 2050, with remote rural areas – primarily in southern Europe – likely to be the least sustainable."
Deal reached on food aid,"November 22, 2008",4:50 am CET,Long-stymied proposal will channel additional EU funds to the developing world’s farmers and the hungry.
"Lincoln, Roosevelt, Churchill…Obama?","November 21, 2008",6:58 am CET,"His ‘audacity of hope’ will not suffice, but the US president-elect has other cards that may prove vital: popular support and an understanding of the challenges we face."
EU adjusts its agricultural policy,"November 20, 2008",5:41 am CET,EU agrees to reduce direct payments to farmers and limit state intervention until deeper reforms are agreed.
Commission to present economic recovery plan,"November 19, 2008",5:00 pm CET,Soft loans to help carmakers go greener; short-term tax cuts to boost consumer demand.
Staff transferred to deal with crisis,"November 19, 2008",5:00 pm CET,Response to the financial crisis leaves some Commission departments under-staffed.
Reform emphasises energy and R&D,"November 19, 2008",5:00 pm CET,Public consultation adds support for flexibility; cuts in farming sector funds expected.
Barroso must free himself of fiscal fears,"November 19, 2008",5:00 pm CET,Tinkering as the economy burns will not do.
Hungary’s elite faces up to an abnormal financial reality,"November 19, 2008",5:00 pm CET,Mismanagement has turned Hungary into a not-so-normal country.
The quiet Corsican,"November 19, 2008",5:00 pm CET,The French civil servant behind the EU’s response to the financial crisis.
Opposition in Iceland to EU membership begins to thaw,"November 19, 2008",5:00 pm CET,Iceland’s financial crisis has galvanised support for joining the EU.
Co-ordination of national systems must go ahead,"November 19, 2008",5:00 pm CET,How the Nordic states trash cans is an example of the value of cross-border co-ordination on environmental issues.
The quiet Corsican,"November 19, 2008",5:00 pm CET,
Eurosceptic to lead Swedish socialist campaign,"November 18, 2008",2:28 am CET,
G20 summit sheds light on path out of crisis,"November 17, 2008",5:08 am CET,
A better return for our money,"November 14, 2008",12:42 pm CET,
Finnish and Italian bail-outs cleared,"November 14, 2008",11:13 am CET,
"Russia, EU call for security summit","November 14, 2008",9:36 am CET,
Financial crisis tops EU-Russia agenda,"November 14, 2008",2:30 am CET,"Partnership agreement, irritants in economic relations and the aftermath of the conflict in Georgia will also be touched on in the EU-Russia summit."
EU tax evaders put on notice,"November 13, 2008",2:37 pm CET,European Commission sets out plans to plug loopholes that have allowed EU citizens to park money abroad tax-free.
Commissioner: Modernise and simplify EU budget,"November 13, 2008",8:29 am CET,"European commissioner laments budget’s inflexibility, which leaves the EU “running after events”."
EU agency warns about damage from biofuels,"November 13, 2008",7:15 am CET,"An EU agency has warned that increasing the amount of energy obtained from crops and plants could damage the environment, unless policymakers fail to put strong safeguards in place."
EU member states reject using CAP funds for aid,"November 12, 2008",5:00 pm CET,Commissioner slams “false pretexts” as states look to provide aid – more slowly – from a range of financial pots.
Commission heads for CAP clash with ministers,"November 12, 2008",5:00 pm CET,"Proposed liberalisation raises hackles, with milk quotas, help for mountain famers and transfer of funds likely to be key sticking points."
Leaders to defend EU plan at global summit,"November 12, 2008",5:00 pm CET,Sarkozy to lead EU team at Washington meeting; some EU leaders cast doubts on agreement.
Auditors refuse to clear the EU’s budget,"November 12, 2008",5:00 pm CET,Budget for 2007 marred by irregularities; European Commission says verdict is an improvement.
Presenting the Auditors’ opinion,"November 12, 2008",5:00 pm CET,"The auditors’ opinion will be formally presented to EU finance ministers at their meeting on 2 December. On the same day, the European Parliament’s budgetary control committee …"
Barroso and his team fail to deliver,"November 12, 2008",5:00 pm CET,"Unless the rules of the game are changed, the EU’s budget will never get a positive verdict."
Will aid budgets avoid finance ministers’ cuts?,"November 12, 2008",5:00 pm CET,"As governments look for ways to cut spending, development groups fear that aid budgets will be slashed."
Fear lurks in the financial world,"November 12, 2008",5:00 pm CET,Economic forecasters are unable to predict the dynamics of the recession into which Europe and America are plunging.
Northern dreams,"November 12, 2008",5:00 pm CET,"The Norwegian government goes a-touring. Jens Stoltenberg, the prime minister of Norway (an energy-rich and fish-rich country somewhere up north) arrived in Brussels yesterday (12 November), with …"
"Norway, EU offer conditional support to Iceland","November 12, 2008",2:21 pm CET,"Energy, the environment and territorial claims to the Arctic feature on agenda of Norwegian premier’s visit to Brussels."
Russia delays hike in timber duties,"November 12, 2008",1:22 pm CET,"European Commission welcomes delay, but says resolution of timber dispute is “essential” to Russia’s hopes of WTO membership."
Ratings agencies face tighter regulation,"November 12, 2008",8:20 am CET,European Commission wants to transform itself from being a “toothless tiger” to being a world-leader in the supervision of credit ratings agencies.
Iceland asks EU for help,"November 10, 2008",10:13 am CET,EU says it could provide “small” loan; Poland promises funds while IMF hesitates.
"EU fails its spending audit, again","November 10, 2008",7:33 am CET,"Long sequence of poor reports continues, with auditors warning of continuing problems with spending on cohesion."
G20 summit should be ‘historic meeting’,"November 7, 2008",12:57 pm CET,EU leaders press the case for decisive moves to re-shape financial system at Washington summit.
Sarkozy offers Zapatero seat at Washington summit,"November 7, 2008",12:45 pm CET,The Netherlands and the chair of the Eurogroup also sought an invitation to global summit on reform of the financial system.
EU agrees on principles of financial reform,"November 7, 2008",12:30 pm CET,Specially convened summit threatened to founder on questions about the level of regulation needed.
EU seeking common view on financial crisis,"November 7, 2008",2:18 am CET,Broad positions on the IMF and the regulation of the financial sector should emerge from extraordinary EU summit.
ECB lowers rates again,"November 6, 2008",9:45 am CET,Cut is the second in a month and takes rates to their lowest level in two years.
EU leaders split on how to regulate financial institutions,"November 5, 2008",5:00 pm CET,Germany fears France wants system of global economic governance.
