headline,url,description,date,sentiment,sentiment_score
Application for tourism bungalows on site of explosives factory on Dingli ODZ land withdrawn,https://maltabusinessweekly.com/application-for-tourism-bungalows-on-site-of-explosives-factory-on-dingli-odz-land-withdrawn/17513/,"A Planning Application proposing the redevelopment of the Pulvic Explosives Factory in Dingli to tourism bungalows has been withdrawn by the applicant, the Planning authority's website shows. The application had proposed the demolition of the existing explosive factory and construction of a...",2022-01-10T10:00:00+00:00,neutral,0.7061192989349365
50% of the first phase of the Grand Harbour Clean Air Project is ready,https://maltabusinessweekly.com/50-of-the-first-phase-of-the-grand-harbour-clean-air-project-is-ready/17524/,"During a follow-up visit to the Grand Harbour Clean Air Project, Minister Ian Borg and Parliamentary Secretary Stefan Zrinzo Azzopardi announced that 50% of the first phase of this project is now ready. Minister for Transport, Infrastructure and Capital Projects Ian Borg mentioned that in the...",2022-01-10T05:29:00+00:00,positive,0.5621975064277649
Wage supplement to be extended beyond January for some sectors,https://maltabusinessweekly.com/wage-supplement-to-be-extended-beyond-january-for-some-sectors/17503/,"The Covid-19 wage supplement will, for some sectors, be extended beyond January, Abela announced during the interview. He dedicated the first chunk of his interview to speaking about how the government has an economic plan, as presented during the Budget last October, to sustain Malta’s recovery...",2022-01-09T16:42:29+00:00,positive,0.7301538586616516
Employers cannot manage quarantines blindly – Malta Chamber,https://maltabusinessweekly.com/employers-cannot-manage-quarantines-blindly-malta-chamber/17509/,"The Malta Chamber of Commerce, Enterprise and Industry draws attention to the fact that the latest announcement on quarantine letters oblige employers to be aware of their employees’ vaccination status. Consequently, it is imperative that employers have the right to request vaccine certificates...",2022-01-08T05:09:00+00:00,neutral,0.8722863793373108
Any company can embrace ESG principles,https://maltabusinessweekly.com/any-company-can-embrace-esg-principles/17480/,"What do you think of the recent launch of the ESG portal for listed companies? The ESG portal launched recently by the Ministry for Energy, Enterprise and Sustainable Development is a fantastic initiative that will shine a spotlight on the ESG credentials of companies listed on the Malta Stock...",2022-01-06T09:00:45+00:00,positive,0.596636176109314
"Wage Supplement helped 17,000 businesses protect 105,000 jobs – Malta Enterprise chief",https://maltabusinessweekly.com/wage-supplement-helped-17000-businesses-protect-105000-jobs-malta-enterprise-chief/17462/,"The Covid-19 wage supplement has helped around 17,000 businesses protect more than 105,000 jobs, Malta Enterprise Chief Executive Officer Kurt Farrugia said on Wednesday. Speaking at a press conference, Farrugia said Malta Enterprise has invested some €680 million in the wage supplement and...",2021-12-30T08:00:20+00:00,positive,0.8806789517402649
€683 million in direct assistance during the Covid-19 pandemic,https://maltabusinessweekly.com/e683-million-in-direct-assistance-during-the-covid-19-pandemic/17459/,"Wage Supplement assistance will be extended until the end of January 2022, with the Government continuing discussions with the stakeholders to ensure timely assistance to businesses, especially during these challenging times. This was confirmed by the Minister for Energy, Enterprise and...",2021-12-29T16:14:08+00:00,positive,0.8269640803337097
14-day quarantine unsustainable for the economy – Malta Chamber of Commerce,https://maltabusinessweekly.com/14-day-quarantine-unsustainable-for-the-economy-malta-chamber-of-commerce/17456/,"The Malta Chamber of Commerce, Enterprise and Industry is concerned that the current 14-day quarantine period for Covid-19 positive cases and their contacts is unsustainable. ""The government should reduce isolation to 10 days, and to 7 days for fully vaccinated contacts."" The Chamber believes...",2021-12-29T11:55:06+00:00,negative,0.46107932925224304
Malta Chamber and EY Malta continue to strengthen their ties,https://maltabusinessweekly.com/malta-chamber-and-ey-malta-continue-to-strengthen-their-ties/17406/,"EY Malta have once again renewed their Gold Partnership Support Agreement with The Malta Chamber of Commerce, Enterprise and Industry. Through their extensive experience, EY Malta will be providing consultancy services to support the Chamber in the formulation of national policy-making positions...",2021-12-23T08:33:13+00:00,positive,0.9048188328742981
"Malta, Qatar agree to explore joint action to increase cooperation between the two countries",https://maltabusinessweekly.com/malta-qatar-agree-to-explore-joint-action-to-increase-cooperation-between-the-two-countries/17392/,"Malta and Qatar have agreed to explore joint action to increase cooperation between the two countries in the fields of energy, pharmaceuticals, finance, sports medicine, community sports facilities and sports academies. The two countries also agreed that it is in the interest of small states to...",2021-12-20T09:33:25+00:00,positive,0.9103599190711975
Nazzareno Vassallo to step down as chairman of Vassallo Group,https://maltabusinessweekly.com/nazzareno-vassallo-to-step-down-as-chairman-of-vassallo-group/17346/,Seasoned Entrepreneur Nazzareno Vassallo has announced that he will be stepping down as Chairman of Vassallo Group after  more than half a century at the helm of the group. He will turn 70 later on this month. He made this announcement during the annual group event known as the Chairman’s Lunch...,2021-12-16T08:52:43+00:00,neutral,0.7692240476608276
"Parliament approves cannabis regulation reforms, allowing cultivation, possession up to 7g",https://maltabusinessweekly.com/parliament-approves-cannabis-regulation-reforms-allowing-cultivation-possession-up-to-7g/17330/,"Parliament has approved the cannabis reform bill, which will allow the cultivation of cannabis plants and possession of up to 7 grammes of the substance. The PN MPs voted against the bill. Speaking about the Bill, Reforms Minister Owen Bonnici said: ""We believe that the legislative package we...",2021-12-15T08:36:18+00:00,positive,0.5730234980583191
EPRT rejects appeals against the db Group project,https://maltabusinessweekly.com/eprt-rejects-appeals-against-the-db-group-project/17327/,"The Environment and Planning Review Tribunal (EPRT) has rejected two appeals filed by three local councils, nine organisations and several Pembroke residents against the Planning Board's decision to give the go-ahead to the db Group's project on the ex-ITS site, a statement by Moviment Graffitti...",2021-12-15T08:33:35+00:00,negative,0.730256199836731
Gas pipeline: Claim of €100m payout to Electrogas ‘factually incorrect’ – Miriam Dalli,https://maltabusinessweekly.com/gas-pipeline-claim-of-e100m-payout-to-electrogas-factually-incorrect-miriam-dalli/17299/,"Claims that the government would have to pay €100 million to Electrogas if it builds a gas pipeline are “factually incorrect”, Energy Minister Miriam Dalli said on Thursday. Dalli said the government would only be paying the energy company for the assets it hands over, and the payment would...",2021-12-09T12:58:21+00:00,negative,0.48438602685928345
Training and Education delegation to Expo 2020 and UAE,https://maltabusinessweekly.com/training-and-education-delegation-to-expo-2020-and-uae/17286/,"TradeMalta is organising a business delegation to Expo 2020 and the UAE between the 12th and 17th of December. The delegation, which includes representatives from enterprises in the Training and Education sector, is visiting the Expo 2020 during the Knowledge and Learning Week. During this week...",2021-12-09T09:49:29+00:00,neutral,0.8986581563949585
Malta chamber of SMEs wins the National Supporting Business Award 2021,https://maltabusinessweekly.com/malta-chamber-of-smes-wins-the-national-supporting-business-award-2021/17271/,The Malta Chamber of SMEs was awarded the National Supporting Business Award 2021 for the constant support to its members. The NSBA awards were organised by the Commerce Department within the Ministry for Economy and Industry. The Malta Chamber of SMEs nomination submission was entitled ‘With...,2021-12-09T08:29:59+00:00,neutral,0.6805513501167297
FitFor55 package proposals related to transport discussed,https://maltabusinessweekly.com/fitfor55-package-proposals-related-to-transport-discussed/17293/,"Minister for Transport, Infrastructure and Capital Projects Ian Borg attended the Ministers Transport Council in Brussels to discuss the FitFor55 Package proposals related to Transport. These consist of proposals related to the possible regulatory use of sustainable fuels in aviation, regulatory...",2021-12-09T08:19:00+00:00,neutral,0.813008725643158
WATCH: Malta ‘on the right track’ to get off FATF grey list – FIAU deputy director,https://maltabusinessweekly.com/malta-on-the-right-track-to-get-off-fatf-grey-list-fiau-deputy-director/17250/,"Malta will “undoubtedly” meet all the requirements of the action plan and get off the Financial Action Task Force’s (FATF) grey list, FIAU deputy director Alfred Zammit told The Malta Independent on Sunday. Interviewed by The Malta Independent’s editor-in-chief Neil Camilleri on Indepth, Zammit...",2021-12-06T09:16:15+00:00,positive,0.7771496176719666
EU climate webinar highlights Malta’s insularity challenges,https://maltabusinessweekly.com/eu-climate-webinar-highlights-maltas-insularity-challenges/17232/,"The Malta Business Bureau and the European Commission Representation in Malta organized a webinar on the European Union’s climate strategy and the Fit For 55 package, in collaboration with The Malta Independent and the Enterprise Europe Network. https://vimeo.com/652790499 Released in July 2021...",2021-12-04T11:59:06+00:00,neutral,0.8431623578071594
Malta will continue working to ensure energy price stability for households and businesses – Minister Miriam Dalli,https://maltabusinessweekly.com/malta-will-continue-working-to-ensure-energy-price-stability-for-households-and-businesses-minister-miriam-dalli/17203/,"Whilst addressing the Energy Council of the European Union, Minister for Energy, Enterprise and Sustainable Development Miriam Dalli made the case for tailored and specific measures required by different member states, particularly small member states like Malta, to weather the current...",2021-12-03T08:42:08+00:00,positive,0.6655330061912537
A Black Friday with mixed results and feelings,https://maltabusinessweekly.com/a-black-friday-with-mixed-results-and-feelings/17179/,"One of the busiest shopping days of the year, Black Friday presented a mixed bag of reactions from the island’s biggest retailers. However, shopkeepers expect good sales throughout the year, not just on Black Friday, The Chamber of Commerce said. Despite the number of challenges faced by...",2021-12-02T12:10:22+00:00,positive,0.7777770757675171
"‘Companies do not become law firms simply by employing lawyers’ – Louis de Gabriele, president of the Chamber of Advocates",https://maltabusinessweekly.com/companies-do-not-become-law-firms-simply-by-employing-lawyers-louis-de-gabriele-president-of-the-chamber-of-advocates/17181/,"The Chamber has for the past 13 years been fighting for the better regulation of the profession through a more robust regulatory framework. In terms of practical goals, not much has been achieved; however, certain principles on which we may have had a push back some years back, have today...",2021-12-02T10:12:00+00:00,neutral,0.5094040632247925
ESG portal launched: Towards a more sustainable Maltese economy,https://maltabusinessweekly.com/esg-portal-launched-towards-a-more-sustainable-maltese-economy/17165/,"The Ministry for Energy, Enterprise and Sustainable Development has launched Malta’s first ESG portal, allowing the general public and investors to evaluate the environmental, social and governance credentials of amongst the largest quoted companies in Malta and Gozo. These companies are quoted...",2021-12-01T19:26:17+00:00,neutral,0.8063828945159912
Outstanding entrepreneurs lauded at the Malta Businesswoman of the Year Awards,https://maltabusinessweekly.com/outstanding-entrepreneurs-lauded-at-the-malta-businesswoman-of-the-year-awards/17162/,"Claire Pisani has won the third edition of the Malta Businesswoman of the Year Awards, in appreciation of her exceptional role in supporting Finance EU and Solids Manufacturing & Supply Operations (SMSO) for TEVA (Malta) as Vice President. Her tenacity and determination were vital in supporting...",2021-12-01T14:48:55+00:00,positive,0.8991914987564087
Amount of social housing units in Gozo enough to accommodate present need – government,https://maltabusinessweekly.com/amount-of-social-housing-units-in-gozo-enough-to-accommodate-present-need-government/17149/,"The amount of social housing units found in Gozo are more than enough to accommodate the present need, the government has said. The government has been working to reduce the waiting list for social housing by building more than 1,700 social housing units across the country, it said. Social...",2021-12-01T10:12:00+00:00,positive,0.8003689646720886
"Good sales required throughout the whole year, not just Black Friday – Malta Chamber",https://maltabusinessweekly.com/good-sales-required-throughout-the-whole-year-not-just-black-friday-malta-chamber/17136/,"Shopkeepers expect good sales throughout the whole year, and not just Black Friday, the Chamber of Commerce said. Despite the number of challenges faced by business, The Malta Chamber of Commerce, Enterprise and Industry noted that this year’s Black Friday, like in the previous years, in general...",2021-11-30T12:35:41+00:00,positive,0.8613437414169312
Malta Business Bureau and European partners launch SME knowledge hub to empower entrepreneurs,https://maltabusinessweekly.com/malta-business-bureau-and-european-partners-launch-sme-knowledge-hub-to-empower-entrepreneurs/17132/,"At a recent conference, the Malta Business Bureau (MBB) officially launched an online SME Hub to help strengthen the financial and digital skills of microentrepreneurs and enable them to widen their networks and internationalise. The event was organised as part of DIFME – an Erasmus+ Knowledge...",2021-11-30T12:03:59+00:00,positive,0.7885835766792297
Rising energy prices and disruptions in supply chain dominate European business agenda,https://maltabusinessweekly.com/rising-energy-prices-and-disruptions-in-supply-chain-dominate-european-business-agenda/17114/,A Malta Chamber delegation led by President Marisa Xuereb attended the BusinessEurope Council of Presidents (COPRES) meeting in Paris. Business Europe is the leading confederation of European businesses representing enterprises of all sizes in the European Union and other non-EU countries. The...,2021-11-27T08:24:37+00:00,neutral,0.8283851146697998
Adventure Park inaugurated with an investment of €2.3 million,https://maltabusinessweekly.com/adventure-park-inaugurated-with-an-investment-of-e2-3-million/17105/,"Minister for Transport, Infrastructure and Capital Projects Ian Borg inaugurated the Adventure Park, the first out of six areas of the Malta National Park, with an investment of €2.3 million with works carried out by the Public Works department. Minister Ian Borg said, “This is another national...",2021-11-26T12:41:15+00:00,positive,0.747594952583313
Commitment to strengthen cooperation between Malta and the UAE towards more investment in projects of common interest,https://maltabusinessweekly.com/commitment-to-strengthen-cooperation-between-malta-and-the-uae-towards-more-investment-in-projects-of-common-interest/17099/,"In a meeting between Minister for the Economy and Industry Silvio Schembri and Minister for the Economy of the United Arab Emirates Abdullah bin Touq Al Marri, the two parties agreed that cooperation between the two countries must continue with the implementation of projects of common interest...",2021-11-26T08:20:21+00:00,positive,0.8924659490585327
Is inflation here to stay or is it transitory?,https://maltabusinessweekly.com/is-inflation-here-to-stay-or-is-it-transitory/17090/,"Inflation has become extremely topical after many years of price stability within the Euro zone.  “The bottlenecks created by the deep recession caused by the pandemic and the relatively quick recovery that followed, coupled with the pursuit of the twin transition of digitalisation and green...",2021-11-26T08:09:36+00:00,positive,0.7122936248779297
Welbee’s launches new Loyalty APP,https://maltabusinessweekly.com/welbees-launches-new-loyalty-app/17081/,"Just in time for the Christmas season, Welbee’s Supermarkets have launched a new and improved Loyalty APP, providing customers with real-time information of their loyalty scheme. Welbee’s have also prepared a special treat for their customers for the upcoming festive season, as shopping from one...",2021-11-25T12:04:10+00:00,positive,0.7598685026168823
Street Smart 7 road safety campaign officially launched to primary schools around Malta and Gozo,https://maltabusinessweekly.com/street-smart-7-road-safety-campaign-officially-launched-to-primary-schools-around-malta-and-gozo/17064/,"As part of its commitment to keep safety as a top priority, Fundación MAPFRE, in collaboration with Malta Public Transport, the Ministry for Education, and the Malta Road Safety Council, are launching the Street Smart 7 safety campaign. This initiative involves a series of interactive videos...",2021-11-25T10:59:28+00:00,neutral,0.7683290839195251
Being prepared for Black Friday is key for business success- Abigail Agius Mamo,https://maltabusinessweekly.com/being-prepared-for-black-friday-is-key-for-business-success-abigail-agius-mamo/17037/,"Businesses that left it until this month to plan Black Friday, did not invest in an online presence or waited until their competitors had released their offers will be less successful this Black Friday, according to the head of a leading business lobby.  “Things have changed considerably since...",2021-11-25T08:11:18+00:00,negative,0.4912514090538025
Riva appoints Von der Heyden Yachting as exclusive distributor for Malta,https://maltabusinessweekly.com/riva-appoints-von-der-heyden-yachting-as-exclusive-distributor-for-malta/17044/,"Von der Heyden Group’s Yachting subsidiaries have represented World-leading Ferretti Group brands since its inception in Menorca two decades ago. This year marked the opening of Von der Heyden Yachting in Malta, making waves with luxury yacht charters around the Mediterranean. Just after its...",2021-11-25T06:30:00+00:00,neutral,0.5146561861038208
Metsola chosen as EPP candidate for President of the European Parliament,https://maltabusinessweekly.com/metsola-chosen-as-epp-candidate-for-president-of-the-european-parliament/17028/,"Roberta Metsola has won the election to become the EPP’s candidate for the post of President of European Parliament with a big majority. The Maltese MEP obtained 112 votes (64.4%), with the other two candidates, Ester de Lange and Othmar Karas trailing behind with 44 and 18 votes respectively...",2021-11-24T19:13:33+00:00,positive,0.8532496690750122
Malta Enterprise successfully organises Startup Festival,https://maltabusinessweekly.com/malta-enterprise-successfully-organises-startup-festival/17000/,"Malta’s booming start-up economy was at the focus of the Startup Festival organised by Malta Enterprise. Spread over three days and with the theme of Innovation, Digitalisation and Sustainability the festival was packed with live entertainment, networking opportunities, and panels by high flyers...",2021-11-22T12:34:10+00:00,neutral,0.8121732473373413
Number of unemployed significantly dropped in October compared to previous year,https://maltabusinessweekly.com/number-of-unemployed-significantly-dropped-in-october-compared-to-previous-year/16998/,"In October, the number of persons registering for work stood at 1,254, decreasing by 1,860 when compared to the corresponding month in 2020. Data provided by Jobsplus for October 2021 indicate a year-on-year decrease of 1,750 persons registering under Part I, and an additional drop of 110...",2021-11-22T12:22:17+00:00,negative,0.9748908281326294
Fitch affirms Malta at ‘A+’; outlook stable but grey-listing has ‘continued downside risk’,https://maltabusinessweekly.com/fitch-affirms-malta-at-a-outlook-stable-but-grey-listing-has-continued-downside-risk/16985/,"Fitch Ratings has affirmed Malta's long-term foreign-currency issuer default rating (IDR) at 'A+' with a stable outlook. Malta's rating is supported by high per-capita income levels, a large net external creditor position and a pre-pandemic record of strong growth and sizeable debt reduction...",2021-11-20T10:59:39+00:00,positive,0.9533637762069702
Augmenting prosperity through our foreign policy,https://maltabusinessweekly.com/augmenting-prosperity-through-our-foreign-policy/16971/,"Malta’s foreign policy aims to contribute to the overall national economic strategy and helps realise the vision of a productive, sustainable and inclusive economy that will be carbon neutral by 2050. It is also the role of foreign policy to support jobs, growth and prosperity. Indeed, the first...",2021-11-18T13:28:04+00:00,positive,0.6123633980751038
‘No better time for businesses to venture abroad’ – Liz Barbaro Sant,https://maltabusinessweekly.com/no-better-time-for-businesses-to-venture-abroad-liz-barbaro-sant/16931/,"As Chairperson, what are your aims for TradeMalta and how do you see it developing? TradeMalta provides an excellent opportunity for Maltese businesses to explore international business opportunities. We have to forge new and ambitious partnerships and open up innovative markets for Maltese...",2021-11-18T13:22:00+00:00,positive,0.8351296186447144
IZI Group Plc listed as ‘preferred proponent’ to take over national lottery concession,https://maltabusinessweekly.com/izi-group-plc-listed-as-preferred-proponent-to-take-over-national-lottery-concession/16967/,"The Privatisation Unit (PU) publicly announced the results of the financial offers for the concession for the rights of the National Lottery of Malta, with a company owned by the IZI Group being the 'preferred proponent'. It will likely take over from Maltco Plc which did not submit a bid. The...",2021-11-18T13:19:16+00:00,neutral,0.8511210083961487
An eco-driven plan for Malta: Designer-Architect unveils proposals to design Malta out of Climate Crisis,https://maltabusinessweekly.com/an-eco-driven-plan-for-malta-designer-architect-unveils-proposals-to-design-malta-out-of-climate-crisis/16946/,"Jonathan Mizzi, Director and Founder of multi-disciplinary design practice Mizzi Studio, unveiled a comprehensive and visionary strategy for an eco-driven, future-facing Malta. Mizzi presented solutions for ‘Designing Humanity out of a Climate Crisis’ during a presentation held at the TEDx...",2021-11-18T11:37:42+00:00,positive,0.7027320265769958
Ferretti Group chooses Von der Heyden Yachting as exclusive Riva distributor in Malta,https://maltabusinessweekly.com/ferretti-group-chooses-von-der-heyden-yachting-as-exclusive-riva-distributor-in-malta/16922/,Ferretti Group extends its presence in Europe and awards the exclusive dealership for the Riva brand in Malta to Von der Heyden Yachting. The partnership with Von der Heyden Yachting will allow the Group to further consolidate its assistance network coverage in the region and provide an even...,2021-11-18T09:39:15+00:00,positive,0.9278483986854553
Ponte Ferries inaugurates new Malta-Sicily route with one month of exceptional offers,https://maltabusinessweekly.com/ponte-ferries-inaugurates-new-malta-sicily-route-with-one-month-of-exceptional-offers/16918/,"Ponte Ferries is today kick-starting its service between Malta and Sicily, offering exceptional introductory prices for a one-month Christmas shopping bonanza in Sicily. Ticket sales for its fast ferry, catamaran service to the port of Augusta – which offers passengers an alternative – open...",2021-11-18T08:15:53+00:00,positive,0.9241864085197449
Lidl Malta to reduce CO2 emissions by 96% by 2030,https://maltabusinessweekly.com/lidl-malta-to-reduce-co2-emissions-by-96-by-2030/16890/,"Lidl Malta, a leading chain of large-scale retail trade, is aware that acting in a sustainable manner is essential for the future. In August 2020, the Schwarz Group, which Lidl is part of, officially joined the Science Based Targets Initiative on behalf of all parts of the company and committed...",2021-11-16T14:05:05+00:00,positive,0.6828898787498474
GoTo Malta celebrates third anniversary,https://maltabusinessweekly.com/goto-malta-celebrates-third-anniversary/16886/,"This November, GoTo Malta celebrates three years since it launched the first self-driven shared mobility platform on the island. Malta was the first country that GoTo Global earmarked when embarking on its international expansion. Following its launch in 2018, it fast became one of the leading...",2021-11-16T13:35:40+00:00,positive,0.8515967130661011
Bay Street Group launches new website showcasing diversified asset-based portfolio,https://maltabusinessweekly.com/bay-street-group-launches-new-website-showcasing-diversified-asset-based-portfolio/16882/,"Bay Street Group has launched a new corporate website aimed at shedding light on the group’s developments and the ambitions of the people behind it. The website, which was designed and developed by The Concept Stadium, was launched in November 2021. Built on the same three pillars as the Bay...",2021-11-16T12:34:26+00:00,neutral,0.8782939314842224
Hertz Malta celebrates 60 years,https://maltabusinessweekly.com/hertz-malta-celebrates-60-years/16874/,"United Garage Limited, Hertz international franchisee for Malta, is celebrating the 60th anniversary of its partnership with Hertz. The late Charles Gatt Baldacchino first signed the franchise agreement in November 1961 with, at the time, Hertz American Express International Limited. Malta was...",2021-11-16T09:08:54+00:00,neutral,0.5846255421638489
EU Budget 2022 deal: investing more for a strong recovery,https://maltabusinessweekly.com/eu-budget-2022-deal-investing-more-for-a-strong-recovery/16870/,"MEPs have fought for and obtained better support for health, research, climate action, SMEs and the young in next year’s EU budget, after talks with Council on Monday. On Monday evening, the negotiators from the European Parliament and the Council reached a provisional agreement on the 2022 EU...",2021-11-16T09:02:53+00:00,positive,0.9092856049537659
Malta continues to support EU leadership in international trade,https://maltabusinessweekly.com/malta-continues-to-support-eu-leadership-in-international-trade/16836/,"During the EU Foreign Affairs Council on Trade in Brussels, Minister for the Economy and Industry Silvio Schembri called for the EU to safeguard its credibility as a reputable international trade partner. He said that Malta supports the strengthening of trade relations amongst the 164 World...",2021-11-14T07:21:41+00:00,positive,0.9139063954353333
WATCH: Malta’s foreign policy outlined in a strategic document,https://maltabusinessweekly.com/maltas-foreign-policy-outlined-in-a-strategic-document/16793/,"The Ministry for Foreign and European Affairs (MFEA) has launched Malta’s Foreign Policy Strategy for public consultation, whereby for the first time, the foreign policy of Malta is outlined in a strategic document. The strategy outlines Malta’s values and guiding principles, which have been...",2021-11-10T14:13:22+00:00,neutral,0.800439715385437
The Malta Chamber launches Rediscover – A new vision for the tourism industry in Malta,https://maltabusinessweekly.com/the-malta-chamber-launches-rediscover-a-new-vision-for-the-tourism-industry-in-malta/16787/,"Today the Tourism Operators Business Section at The Malta Chamber of Commerce, Enterprise and Industry with the support of Seed, presented Rediscover, its vision for Malta’s tourism industry. President Ms Marisa Xuereb said, “The Malta Chamber recognises the vital importance of Tourism as a...",2021-11-10T12:05:30+00:00,positive,0.6761001348495483
Launch of Black Friday 2021: More than 200 businesses with their offers for this day,https://maltabusinessweekly.com/launch-of-black-friday-2021-more-than-200-businesses-with-their-offers-for-this-day/16782/,"Minister for the Economy and Industry Silvio Schembri, together with the Chamber for Small and Medium Enterprises, launched another edition of Black Friday, which this year will be held on Friday, 26 November. Minister for the Economy and Industry Silvio Schembri welcomed the Malta Chamber of...",2021-11-10T11:57:52+00:00,neutral,0.7693370580673218
35% of work on €18 million Kirkop tunnel and flyover project completed – Ian Borg,https://maltabusinessweekly.com/35-of-work-on-e18-million-kirkop-tunnel-and-flyover-project-completed-ian-borg/16755/,"About 35% of the work in connection with the Kirkop tunnel and airport intersection project has been completed and the first part of the project will be open to traffic by the first quarter of 2022, Infrastructure Minister Ian Borg said. The Kirkop project is entrusted to Infrastructure Malta...",2021-11-09T12:53:24+00:00,neutral,0.9197425842285156
"Malta donates 135,000 vaccine doses to the Ghanaian people",https://maltabusinessweekly.com/malta-donates-135000-vaccine-doses-to-the-ghanaian-people/16727/,"The Government of Malta has donated more than 135,000 COVID-19 vaccine doses to the Government of Ghana, while it continues to show solidarity with countries in need, in particular in Sub-Saharan Africa. A special Air Malta direct flight to Accra Ghana, coordinated by the Ministry of Foreign and...",2021-11-06T15:30:41+00:00,positive,0.8705829381942749
Stivala Group in MOU agreement for Townsquare residential tower,https://maltabusinessweekly.com/stivala-group-in-mou-agreement-for-townsquare-residential-tower/16721/,"Developer Stivala Group has signed a memorandum of understanding with Townsquare to purchase, develop and sell its 28-storey residential tower in the heart of Sliema, Times of Malta reports. ST Group chairman Micheal Stivala and a spokesperson for Townsquare Sliema Ltd both confirmed that the...",2021-11-05T10:10:32+00:00,positive,0.9331055879592896
‘It would be wrong to perceive OHSA as the one-all-be-all’,https://maltabusinessweekly.com/it-would-be-wrong-to-perceive-ohsa-as-the-one-all-be-all/16696/,"How many onsite visits has the authority conducted in the past two years, and how many were fined? Are you striving to increase on- site visits? From January 2020 till the end of October of this year, OHSA carried out a total of 8758 visits. Since the beginning of this year, there were also 112...",2021-11-04T10:42:11+00:00,neutral,0.6906387209892273
MBB Energy Project wins Climate Award,https://maltabusinessweekly.com/mbb-energy-project-wins-climate-award/16668/,"The Malta Business Bureau’s Energy Ecosystem won the Engager Award at the first edition of the Malta Climate Action Awards held last week. These awards aim to recognize and celebrate the actions taken by local businesses, public and private organisations, groups and individuals in the fight...",2021-11-01T16:40:28+00:00,positive,0.7978178858757019
"A time to transform the EU, says Malta Business Bureau",https://maltabusinessweekly.com/a-time-to-transform-the-eu-says-malta-business-bureau/16655/,The Malta Business Bureau has launched its high-level Declaration on the Future of Europe during a conference commemorating 25 years since its foundation. The Declaration represents the contribution of the Maltese business community to the EU’s Conference on the Future of Europe through which...,2021-11-01T08:55:23+00:00,positive,0.6442076563835144
"‘Costs have already increased, and we can expect them to rise within the next year’ –  Chamber president",https://maltabusinessweekly.com/costs-have-already-increased-and-we-can-expect-them-to-rise-within-the-next-year-chamber-president/16622/,"The COVID-19 pandemic has led to port lockdowns and container ships being taken out of service, resulting in an overall reduction in shipping capacity, amongst other factors, Marisa Xuereb, president of the Malta Chamber of Commerce, warns as the impact is felt locally. “Unfortunately, we are...",2021-10-28T10:11:14+00:00,negative,0.9693512916564941
Recommendations for better mental health services in Malta,https://maltabusinessweekly.com/recommendations-for-better-mental-health-services-in-malta/16637/,The Malta Chamber’s Health & Wellness Committee has just published its Recommendations for Improvements in Mental Health Services in Malta. The effect of the pandemic on vulnerable persons cannot be ignored and reports from employers on emergency response show that the situation can still be...,2021-10-28T08:34:00+00:00,neutral,0.542805016040802
MEP Alex Agius Saliba will lead universal charger proposal in the European Parliament,https://maltabusinessweekly.com/mep-alex-agius-saliba-will-lead-universal-charger-proposal-in-the-european-parliament/16610/,MEP Alex Agius Saliba was appointed as the European Parliament’s rapporteur on the legislative proposal for Universal Charger and will lead the negotiations with the Council of the EU on behalf of the European Parliament. The proposal presented by the Commission earlier in September will...,2021-10-27T13:47:21+00:00,neutral,0.7949535846710205
Malta will continue working to protect consumers and businesses during the energy crisis,https://maltabusinessweekly.com/malta-will-continue-working-to-protect-consumers-and-businesses-during-the-energy-crisis/16603/,"Speaking during the Extraordinary Energy Council meeting in Luxembourg, Minister for Energy, Enterprise and Sustainable Development Miriam Dalli urged the European Commission to support member states in addressing their different realities during the current energy crisis in Europe. Minister...",2021-10-26T17:10:01+00:00,positive,0.5181713700294495
Maltese citizens will access virtual services across Europe via e-ID,https://maltabusinessweekly.com/maltese-citizens-will-access-virtual-services-across-europe-via-e-id/16600/,"The Maltese electronic identification (e-ID) system, which Identity Malta Agency manages, has achieved the highest level of security assurance, both locally and at EU level. In fact, Malta’s e-ID is on its way to being officially notified by eIDAS, which is the European Commission’s key enabler...",2021-10-26T12:41:57+00:00,positive,0.866743803024292
Seifert Systems to make €8 million investment locally,https://maltabusinessweekly.com/seifert-systems-to-make-e8-million-investment-locally/16585/,"Prime Minister Robert Abela announced that international company Seifert Systems will make an €8 million investment to expand operations and that this will create 100 new jobs. The expansion is expected to be up and running by September 2022, and it will see the factory equipped with new...",2021-10-26T10:30:49+00:00,positive,0.9209458231925964
HSBC Malta reaffirms commitment to TradeMalta,https://maltabusinessweekly.com/hsbc-malta-reaffirms-commitment-to-trademalta/16575/,"HSBC Bank Malta has reaffirmed its commitment to supporting TradeMalta and the work it carries out to help Maltese businesses expand into international markets. This renewed commitment builds on HSBC’s long standing support for TradeMalta, through which the bank has set up an HSBC Room serving...",2021-10-25T07:25:40+00:00,positive,0.9290722012519836
National Transport Household Survey to get ‘snapshot’ of Maltese travel patterns,https://maltabusinessweekly.com/national-transport-household-survey-to-get-snapshot-of-maltese-travel-patterns/16547/,"A survey which looks into the transport habits of households across the country has been launched by the Transport Ministry, with a collaboration between Transport Malta and the National Statistics Office enabling it to take place. It’s the fourth such survey to take place and the first since...",2021-10-22T07:42:13+00:00,neutral,0.8107767701148987
