headline,date,description,sentiment,sentiment_score
WSC executive director Neil Kerr elected to the executive committee of EurEau,2019-05-30 09:12:00,"The Water Services Corporation has announced that one of its executive directors, Neil Kerr, was elected to the Executive Committee of EurEau ‒ the European Federation of National Associations...",neutral,0.8914592266082764
Express Trailers delivers 40km of ductile iron pipes for water network,2019-05-30 09:10:00,Express Trailers recently completed the delivery of around 40km of ductile iron pipes to Malta on behalf of Electrosteel Castings (UK) Ltd. The purple-coloured pipes ranging from 80mm to 300mm in...,neutral,0.6396918296813965
Argus Acquires FirstUnited Insurance Brokers in Malta,2019-05-29 17:42:00,"The Argus Group has just announced its intention to acquireFirstUnited Insurance Brokers Limited (“FirstUnited”), an insurance brokerage firm that provides professional insurance broking...",neutral,0.8495354056358337
Investors back with holiday blues,2019-05-29 13:31:00,US markets surrendered earlier gains and closed lower on Tuesday as investors returned from their Memorial Day break with a risk-off mood and looked for fresh catalysts. The Dow Jones Industrial...,negative,0.9473433494567871
12% increase in GO’s operating profit,2019-05-28 16:33:00,"During GO p.l.c's 21st AGM held earlier today, Chairman, Mohamed Fadhel Kraiem praised the company's resolve to achieve stronger results and return on investment that continues to add value to the...",positive,0.9506256580352783
Markets shut for Memorial Day,2019-05-28 14:08:00,US markets were closed on Monday for Memorial Day whilst UK markets were also closed for their Spring Bank Holiday. European markets rose after car-making giants Fiat Chrysler confirmed that they...,positive,0.8981748223304749
2nd HR Network Series for 2019 by salariesinmalta.com showcases tax tools,2019-05-27 12:41:00,"SalariesInMalta held its 2nd HR Network Series for 2019, entitled “Tax Efficient Employee Benefits” at Xara Lodge, Rabat, sponsored by talexio.com and Zenith TII...",neutral,0.846532940864563
Jays of Sunshine,2019-05-24 13:27:00,"This month, 10 employees from MAPFRE Group sponsored a recently formed non-governmental organisation (NGO) known as 'Jays of Sunshine' as part of their commitment to corporate social responsibility....",neutral,0.5134866833686829
BDO Malta granted Systems Auditor licence by the MDIA,2019-05-23 15:59:00,"BDO, through its subsidiary company BDO Technology Advisory Limited, is amongst the first service providers in Malta to be recognised as a System Auditor by the Malta Digital Innovation Authority...",positive,0.7761319279670715
KPMG appointed Systems Auditor by the MDIA,2019-05-23 15:52:00,"As part of KPMG in Malta's continuous expansion of service offerings and in line with its existing cross-functional portfolio in the DLT space, we are pleased to announce that we have been formally...",positive,0.8987262845039368
Investment firm EQT acquires Melita,2019-05-23 14:06:00,"EQT, an investment firm, has signed an agreement to acquire Melita Ltd. from Apax Partners and Fortino Capital. EQT Infrastructure intends to support Melita's growth by further upgrading its...",positive,0.9394955039024353
Body Shop parent to buy Avon for £1.6bn,2019-05-23 12:17:00,"The Maltese market closed in the green on Wednesday, with MSE Equity Total Return Index ending the session 1.921% higher, to 9,861.738 points. Best performer was Medserv plc by adding 14.43% to close...",positive,0.947899580001831
A word of caution,2019-05-23 12:05:00,"We live, these days, in times of hyperbole and exaggeration, due no doubt to Saturday's MEP and local council elections. This is all fun and games, in the hallowed Maltese tradition of elections...",neutral,0.9020617604255676
"24/7 ATMs installed in MaltaPost post offices, Paola and St Paul’s Bay",2019-05-23 12:04:00,"As part of its diversification strategy as well to continue offering 24/7 solutions, MaltaPost has installed two additional Lombard Bank ATMs in Paola and St Paul's Bay Post Offices. These will...",positive,0.8822826743125916
Mapfre Middlesea sponsors the 2nd edition of the First Responder Doctors Training course,2019-05-23 12:03:00,"This year, Mapfre Middlesea has sponsored the second edition of the First Responder Doctors Training course which was held by Doctors for Road Safety in conjunction with the Association of Emergency...",neutral,0.5390234589576721
Valyou Supermarkets ban single use plastic disposables for resale,2019-05-23 12:02:00,"Valyou Supermarkets in Mellieha, Naxxar and Pendergardens have taken a stand towards the environment and have announced that they will no longer purchase single use plastic disposables for resale....",neutral,0.624122679233551
"Tennis player, Francesca Curmi, appointed San Michel brand ambassador",2019-05-23 12:01:00,"San Michel Pure Table Water, a long-time supporter of tennis in Malta, is proud to announce the appointment of top world junior tennis player Francesca Curmi, as brand ambassador.  Francesca...",positive,0.7906978130340576
Atlas sponsors Digital Marketing award at JA-YE Awards Night,2019-05-23 12:00:00,"At the JA-YE Malta Finals and Awards Night held recently, Atlas Insurance Marketing and HR manager Jackie Attard Montalto presented the Digital Marketing award to the winning team, Exhale. Exhale's...",positive,0.8041790723800659
Avion Express Malta is the 36th airline to achieve the Maltese Air Operator certificate,2019-05-23 12:00:00,Avion Express Malta became the 36th airline to achieve an Air Operator certificate AOC issued by the Civil Aviation Directorate within Transport Malta. Avion Express will start their operations...,neutral,0.5733305811882019
iBiNs web app increases recycling and reduces traffic emissions,2019-05-23 11:59:00,"The public has a new web app to help improve the environment.   This was announced at Santa Lucija by GreenPak's CEO, Ing. Mario Schembri and Vodafone Malta's director of Enterprise and...",positive,0.6633474826812744
Bioethics symposium for CareMalta employees,2019-05-23 11:56:00,"CareMalta and The Faculty of Theology within the University of Malta, have collaborated in the presentation of the first Bioethics symposium. The aim of the symposium was to solicit bioethical...",neutral,0.7648335099220276
Adopting the right tools for the digitalisation of your firm,2019-05-23 11:55:00,"Ing. Joseph Micallef In a rapidly digital world, information is generated and collected at a staggering rate. As information is transferred and shared at light speed on optic fibre and wireless...",neutral,0.9136090278625488
New appointments at APS Bank,2019-05-23 11:54:00,"APS Bank has announced new senior appointments in its Strategy & Marketing team. Hervé Delpech, until recently Head of Strategy & Marketing, has been promoted to Chief Strategy...",neutral,0.8145791888237
MCAST hosts transational meeting,2019-05-23 11:53:00,"MCAST hosted twenty-six participants from Cyprus, Latvia, Russia and Uzbekistan for the 6th transnational meeting of the Erasmus+ RUECVET project. This project sees European partners supporting...",positive,0.7438856363296509
Commitment to workers and manufacturing sector has meant thousands of jobs saved,2019-05-23 11:52:00,"The manufacturing climate of the past six years is a far cry from the one that characterised the previous five years, during which over 60 manufacturing companies closed down leading to an average of...",negative,0.9618449807167053
Electricity prices for households in Malta increased by 0.6% in second half of 2018 compared to 2017,2019-05-23 11:50:00,"Across the EU Member States, the highest increase in household electricity prices in national currency between the second half of 2017 and the second half of 2018 was registered in Cyprus (+19.6%),...",positive,0.9118198752403259
Island Insurance Brokers Ltd celebrates 30th anniversary,2019-05-23 11:50:00,Island Insurance Brokers hosted an event to celebrate its first 30 years of operations. The reception for the company's clients and employees was held at the Marsa Sports Club and was also attended by...,neutral,0.5239667296409607
Central Bank's Quarterly Review,2019-05-23 11:48:00,"Economic sentiment declines, worse than in euro area Side heading: Central Bank's Quarterly Review   During the fourth quarter of 2018, the Economic Sentiment Indicator fell to...",negative,0.9754864573478699
U.S. Tech suppliers restrict dealings with Huawei after Trump’s order,2019-05-22 13:04:00,"The Maltese market closed in the green on Tuesday, with MSE Equity Total Return Index ending the session 0.313% higher, to 9,675.862 points. Best performer was Simonds Farsons Cisk by adding 3% to...",positive,0.9494367837905884
Trump’s beef with Huawei hits markets,2019-05-21 12:03:00,U.S. markets started the week lower on Monday as the White House’s restrictions on Chinese telecoms equipment maker Huawei Technologies Co Ltd weighed on the technology sector. The Dow Jones...,negative,0.9647951126098633
China’s Luckin Coffee closes 20% higher on market debut,2019-05-20 10:52:00,"The Maltese market closed in the red on Friday, with MSE Equity Total Return Index ending the session 0.331% lower, to 9,617.968 points. There was no positive performance among the equities. Biggest...",negative,0.9644874930381775
The Gozo Expo: A trade show that is an important local economic driver,2019-05-19 09:29:00,"The Gozo Expo, together with the Gozo Business Awards, has become a large-scale trade show that will be held at an international level on 31 May at the Grand Hotel, Mgarr, Gozo. This Expo can be...",neutral,0.9049625396728516
"Trade war, What trade war? Earnings are still here",2019-05-17 12:19:00,US markets closed higher for a third-straight session as investors forgot about their earlier trade worries and focused on better than expected US economic data and strong earnings from Walmart Inc....,positive,0.8424396514892578
"From floor tiles to the bathroom mixer, from the kitchen cabinet to dining chairs...",2019-05-17 11:53:00,"It's how we express the breathing soul of our home, how we turn cold stone into an extension of who we are as individuals and families. At Satariano we are all about offering our customers the very...",neutral,0.829501211643219
Von der Heyden Group Finance Plc´s guarantor announces over 13 million profit in 2018,2019-05-17 11:30:00,Von der Heyden Group Finance Plc´s guarantor TIMAN Investments Holdings reports its audited and consolidated Financial Statements for the period ended 31December 2018 with a profit after tax of...,neutral,0.9354829788208008
Markets advance on tariff relief,2019-05-16 15:21:00,"U.S. stocks recovered from early morning losses Wednesday after reports that the Trump administration was taking steps to ratchet down trade tensions with the European Union, Canada and Mexico. The...",negative,0.7764797806739807
Issue of new euro coin set dated 2019,2019-05-16 10:34:00,"On 13 May the Central Bank of Malta issued a new euro coin set dated 2019 in a brilliant uncirculated version. The set consists of the eight Maltese euro coins as well as a €2 coin, depicting the...",neutral,0.9183804392814636
Fighting a retreating battle,2019-05-16 10:34:00,It is with general surprise that public opinion in this country now finds that a principal theme in the current electoral campaign has focused on the EU and sovereignty in taxation. Surprise...,neutral,0.661447286605835
FinanceMalta targets Fintech events in London,2019-05-16 10:33:00,Industry players from the financial services industry recently joined FinanceMalta officials to participate in three top-tier fintech events in London. The London roadshow kicked off with the renowned...,positive,0.6075287461280823
Mapfre Group team up with Inspire Foundation for World Autism Awareness month,2019-05-16 10:31:00,"As part of their ongoing commitment to corporate social responsibility, six employees from Mapfre Group teamed up with Inspire Foundation by helping out with the Star 25 programme. This initiative was...",positive,0.8191404938697815
Cathay Communication appoints Malta representative,2019-05-16 10:30:00,"A global communications platform established earlier this year to support China's Belt and Road Initiative, has appointed Logix Creative Ltd as its exclusive national representative in Malta. The...",positive,0.7183940410614014
PKF welcomes new chairman in Africa,2019-05-16 10:25:00,PKF South Africa has appointed Theo Vermaak as chairman of the firm. Vermaak comes with a wealth of experience having been Africa Regional director and also held the top leadership post of the global...,neutral,0.8395698070526123
Monthly round up report for April,2019-05-16 10:16:00,"MSE Index extends positive streak as more companies publish results The MSE Equity Total Return Index extended its positive streak to three straight months, as it posted a further gain of 1.06%...",positive,0.953936755657196
MFSA publishes FinTech Strategy after consultation with key stakeholders,2019-05-16 10:12:00,"Following an extensive consultation with key stakeholders, the MFSA has finalised its FinTech Strategy, a key document in the Authority's efforts to position Malta as a global FinTech Hub. The MFSA...",positive,0.8306873440742493
A steady year of growth for Farsons - despite ongoing challenges,2019-05-15 16:03:00,Simonds Farsons Cisk plc has registered an improved performance in its turnover as well as operational profitability across all its business segments. Farsons maintained its growth trend with Group...,positive,0.9606049656867981
China hits back at US claim it reneged on trade talks,2019-05-15 13:40:00,"The Maltese market closed in the green on Tuesday, with MSE Equity Total Return Index ending the session 0.113% higher, to 9,608.169 points. Best performer was Simonds Farsons Cisk plc by adding 2.16%...",positive,0.948317289352417
BOV launches new financing package for SMEs,2019-05-13 14:31:00,Bank of Valletta and the Malta Development Bank today launched a new €50 million financing package for Small and Medium sized Enterprises ( SMEs).  The scheme called ‘BOV SME...,positive,0.7259178757667542
US-China trade talks end with no deal — and more tariffs,2019-05-13 14:17:00,"The Maltese market closed in the red on Friday, with MSE Equity Total Return Index ending the session 0.08% lower, to 9,623.094 points. Best performer was International Hotel Investments plc by adding...",negative,0.958056628704071
Uber Technologies IPO,2019-05-10 13:31:00,"US markets recovered from session lows but still ended down as trade tensions weighed on investors’ minds for four straight days. The Dow Jones Industrial Average retreated 138.97 points, or...",negative,0.9710191488265991
FIMBank holds its 2019 Annual General Meeting,2019-05-10 09:48:00,FIMBank plc recently held its Annual General Meeting at the Hilton. An overview of the key elements which led to the Group's results for 2018 was given to all shareholders present. During his...,neutral,0.8802004456520081
GO to display its innovative Smart Hub  at the Malta Robotics Olympiad,2019-05-09 15:52:00,"The GO Smart Hub - the only one of its kind in Malta, will be on display at GO's stand at this weekend's edition of the Malta Robotics Olympiad (MRO). GO's Smart Hub guarantees an 'always on' Internet...",neutral,0.8541285395622253
How AI can help combat money laundering and make online gaming safer?,2019-05-09 12:19:00,"A recent investigation found that mentions of the popular online game Fortnite on the dark web have risen directly with the game's monthly revenue. Epic Games, the creator of Fortnite, profited $3...",positive,0.740730345249176
"eCabs lottery generates 26,000 App downloads",2019-05-09 11:19:00,"Over 26,000 new users installed the eCabs app between January and April of this year. During this period, a lottery was organised by eCabs, in collaboration with Michael Attard Ltd, to promote...",positive,0.6939446330070496
Whatever happened to Malta 2.0?,2019-05-09 10:18:00,"In the days preceding the 2005 EU Accession referendum, it was pointed out to recalcitrant Labour doubters that joining the EU was like taking Malta to a 2.0 level. Fifteen years after we joined...",neutral,0.5529320240020752
Malta International Airport posts growth of 10.5% in April,2019-05-09 10:17:00,"April fastest-growing month of 2019 so far   600,000 passenger movements registered in April for the first time   Easter holidays and airport's summer schedule contribute to April's strong...",positive,0.9439057111740112
Ecovis Malta appoints Head of Advisory,2019-05-09 10:16:00,Ecovis Malta has announced the appointment of Andrew Sammut as Head of Advisory within the firm. Sammut has joined Ecovis Malta with the remit to further expand the firm's Advisory Services...,positive,0.689013659954071
New Director General for the National Statistics,2019-05-09 10:15:00,"The Malta Statistics Authority has announced the appointment of Etienne Caruana as Director General of the National Statistics Office, with effect from 7 May. Mr Caruana has worked at the NSO for...",neutral,0.9183005094528198
Shireburn staff help Integra Foundation provide education to migrants,2019-05-09 10:11:00,"Shireburn Software has partnered with the Integra Foundation, a local NGO, to provide education to migrants looking to integrate and gain employability within the Maltese community. This initiative...",positive,0.8592057824134827
"KSi Malta announces multimillion investment of new office space in Valley Road, Msida",2019-05-09 10:10:00,"KSi Malta is a tax, legal advisory and corporate services firm providing a wide range of services to both local and international clients. The firm has announced plans to relocate to a new...",neutral,0.8609015941619873
Cisk Strong Premium Lager wins Silver at the International Brewing Awards,2019-05-09 10:10:00,"Cisk Strong Premium Lager, brewed by Farsons Brewery, has been named a silver medal winner in the International Strong Beer category at The International Brewing Awards 2019.  The competition,...",positive,0.8589063882827759
MRO returns to MFCC,2019-05-09 10:09:00,"Technology & Gadgets Expo, Malta's major annual event for design, technology and education, will be held at MFCC Ta' Qali between 10 and 12 May. The event brings together educational...",neutral,0.4984663128852844
I Care launched @ HILA,2019-05-09 10:07:00,"Following a successful year of CareMalta's service excellence programme, I Care has now been introduced at HILA.   The programme which was originally developed with the company's...",positive,0.6157567501068115
Malta Institute of Accountants signs cooperation agreement with Cyprus counterpart,2019-05-09 10:07:00,"The Malta Institute of Accountants has signed a Protocol of Cooperation with the Institute of Certified Public Accountants of Cyprus, forging a new alliance that promotes the interests of respective...",positive,0.9033055305480957
BOV Women in Leadership,2019-05-09 10:06:00,73 BOV women successfully completed the Women in Leadership courses recently organised by Bank of Valletta.    The two-day programme was designed exclusively for BOV women leaders of...,neutral,0.598092794418335
Strategic agreement between TradeMalta and HSBC (Malta) plc,2019-05-09 10:05:00,"Minister for Foreign Affairs and Trade Promotion, Carmelo Abela, presided over the signing between TradeMalta and HSBC Bank (Malta) plc for a renewal of a strategic support agreement for an additional...",positive,0.9297199845314026
ITS signs partnership agreement with Emirates Academy of Hospitality Management,2019-05-09 08:05:00,Prime Minister Joseph Muscat yesterday presided over an agreement between the Institute for Tourism Studies (ITS) and the Emirates Academy of Hospitality Management Muscat described the tourism...,neutral,0.5180590152740479
HSBC announces new bank chairman,2019-05-08 14:15:00,"HSBC Bank Malta announced today that the majority shareholder is appointing John Bonello as chairman of the Bank.  In a statement on the Malta Stocke Exchange, HSBC said Bonello was appointed as...",neutral,0.9235718250274658
Malta-registered crypto exchange Binance says hackers steal €35m,2019-05-08 11:24:00,"Cryptocurrency exchange Binance, which is registered in Malta, has confirmed a “large scale” data breach, in which hackers stole more than €35 million in...",negative,0.9173399806022644
New privacy and cheaper phones from Google,2019-05-08 10:13:00,"The Maltese market closed in the green on Tuesday, with MSE Equity Total Return Index ending the session 0.45% higher, to 9,698.938 points. Best performer was Malta International airport plc. It...",positive,0.9461402297019958
GlobalCapital financial statements show €1.2m in pre-tax earnings,2019-05-08 09:57:00,GlobalCapital plc announced that it has submitted financial statements for 2018 to the Malta Stock Exchange which record pre-tax earnings of €1.2 million....,neutral,0.9217626452445984
Spring Economic Forecast: domestic demand upholds the strong growth performance,2019-05-08 08:22:00,"Malta’s economic expansion is expected to continue with the support of buoyant domestic demand, but the brisk pace of growth will ease slightly, the European Commission predicted in its Spring...",positive,0.9440341591835022
TradeMalta’s Go Global course enjoys another successful intake in 2019,2019-05-07 19:28:00,"The Go Global programme, an SME internationalisation and export management course managed by TradeMalta, now has around 120 alumni who have successfully completed the course. The course is aimed...",neutral,0.6603055596351624
Malta International Airport posts 10.5% growth in April,2019-05-07 14:55:00,"With its summer schedule now launched, Malta International Airport experienced a very busy April and posted growth of 10.5 per cent over the same month in 2018. Last month, a total of 653,100...",positive,0.9344928860664368
Markets swing on trade fears,2019-05-07 14:39:00,"US markets commenced the week with action, surging sharply and nearly reversing earlier selloffs to end the session slightly lower. The Dow Jones Industrial Average declined 66.47 points, or 0.3%, to...",negative,0.9741388559341431
Tourist arrives up nearly 3% in first three months – NSO,2019-05-07 11:24:00,"Total inbound visitors for March were estimated at 172,971, an increase of 3.5 per cent when compared to the corresponding month in 2018, the NSO said. A total of 145,814 inbound tourist trips...",positive,0.9253939390182495
Gozo Expo 2019 and the Gozo Business Awards 2019,2019-05-07 10:42:00,"When I began to think of creating and planning for both these events, I had in mind to offer Gozo businesses - whether family businesses, corporate organisations, SMEs, Start-ups, industrial,...",neutral,0.9207689762115479
Malta BNI unlocks your business potential through networking,2019-05-07 10:41:00,"Increased visibility, credibility, and profitability are the three factors that most BNI members mention when asked how has BNI positively affected their business.  BNI stands for Business...",neutral,0.7994728684425354
RE/MAX launches innovative 15-Day training course,2019-05-07 10:37:00,"RE/MAX Malta recently announced the launch of its new, expertly-designed 15-day training course also known as the RE/MAX Accelerator programme. This new move perfectly aligns with the company's motto...",neutral,0.6449227333068848
Synergix Group Celebrates 25th Anniversary,2019-05-07 10:34:00,"Synergix Group this week celebrated its 25th anniversary with an exclusive event that treated guests to some of the company's latest innovations. At a reception on 17 April, Synergix hosted a...",positive,0.7170658707618713
Mass transit project - the horse has bolted,2019-05-07 10:32:00,"It is an undisputed fact that the island is facing serious mobility problems caused by more cars on the cluttered roads. Many point out that this is the result of new affluence, not helped by an...",negative,0.8796444535255432
"Government, European Union incentives strengthen local companies",2019-05-07 08:42:00,"The Minister for the Economy, Investment and Small Businesses Chris Cardona, and Parliamentary Secretary for European Funds and Social Dialogue Aaron Farrugia, visited the company Nibe Beverages Ltd....",neutral,0.6577903628349304
Companies offering services to government now able to offset tax bill against money owed,2019-05-06 14:20:00,"Companies who are owed money by the government for services rendered will be able to use this balance to offset payments, such as VAT or income tax payments owed to the government, Finance Minister...",positive,0.8072665929794312
Prime Minister announces 500 more new social housing units,2019-05-06 12:20:00,"Prime Minister Joseph Muscat today announced a new social housing project that will see 500 new units constructed. The 500 new units, Muscat said, will be added onto the same 22 sites announced...",neutral,0.616912841796875
Markets retreat on Fed’s Powell,2019-05-03 13:59:00,"U.S. markets moved lower on Thursday as investors digested the latest decision from the Federal Reserve to hold rates steady. The Dow Jones Industrial Average lost 122 points, or 0.4%, to close at...",negative,0.9704956412315369
IHI announces another set of record financial results for 2018,2019-05-02 16:52:00,"International Hotel Investments plc (IHI) has announced another set of record financial results for 2018, with adjusted EBITDA reaching €61.33 million, almost doubling profits over the past five...",positive,0.95086669921875
Malta BNI unlocks your business potential through networking,2019-05-02 15:15:00,"Increased visibility, credibility, and profitability are the three factors that most BNI members mention when asked how has BNI positively affected their business.  BNI stands for Business...",neutral,0.7994728684425354
MAPFRE’s economic research predicts a global slowdown,2019-05-02 15:11:00,"The global economy exhausts its cycle by slowing down after having reached the highest level of growth during 2018, until it approaches the current values that are in line with its trend growth. This...",neutral,0.5758497714996338
Mapfre Group helps out at Dar Papa Frangisku,2019-05-02 15:09:00,"During the month of March, 10 employees from Mapfre Group helped out at Dar Papa Frangisku, a shelter/home that provides meals and/or temporary shelter for people in crisis, including those who have...",neutral,0.6015969514846802
Calamatta Cuschieri Group appoints Chief Information Security Officer,2019-05-02 15:06:00,"Calamatta Cuschieri is proud to announce the appointment of Mark Busuttil as its Chief Information Security Officer (CISO). Mr Busuttil is a seasoned C-Level IT professional, specialised in...",positive,0.5919584035873413
Business between Malta and France on the increase,2019-05-02 14:18:00,"The most recent statistics show that Malta has seen €134 million in imports and over €120 million in exports to and from France. In fact, exports in goods and services from France to Malta...",positive,0.6125012636184692
APS Funds SICAV plc holds Annual General Meeting; Tony Mejlaq joins the Board as Chairman,2019-05-02 14:14:00,"APS Funds SICAV plc recently convened its 11th Annual General Meeting at the Corinthia Palace Hotel & Spa, Attard. During 2018 the SICAV's sub-funds delivered a mixed investment performance,...",negative,0.9574654698371887
Planning your Finances with BOV Investment Centres,2019-05-02 13:34:00,"Most of us work hard to earn money, however, money is easily spent and when years roll by we may look back in horror at the amounts we spent, but had not saved.  Whatever our goals, be they a...",neutral,0.8563823699951172
How much do you need to save for retirement?,2019-05-02 13:20:00,"Although retirement may seem a long way ahead for some, and a lot closer for others, maintaining the lifestyle that we are used to and living comfortably is certainly a common aspiration which,...",neutral,0.8462221026420593
Left unsaid in the CBM Annual Report,2019-05-02 13:17:00,The presentation last week by the Central Bank of Malta of its Annual Report was very poorly attended by the media and even poorer reported upon. This is what happens wherever anything...,negative,0.8413499593734741
Mapfre Group helps out at Dar Papa Frangisku,2019-05-02 13:16:00,"During the month of March, 10 employees from Mapfre Group helped out at Dar Papa Frangisku, a shelter home that provides meals and/or temporary shelter for persons in crisis, including those who are...",neutral,0.5853838920593262
LifeCycle launched free fitness sessions to renal patients,2019-05-02 13:13:00,"Committed to continue supporting renal patients and persons with kidney transplants, LifeCycle (Malta) Foundation launched free health and fitness sessions for patients undergoing Renal Replacement...",positive,0.7673981785774231
Mapfre MSV Life renews its support towards the Order of Malta’s International Pilgrimage to Lourdes,2019-05-02 13:12:00,"International Pilgrimage of the Sovereign Military Order of Malta to Lourdes which will this year take place between today and 7 May. The donation was presented by David G. Curmi, CEO of Mapfre MSV...",neutral,0.836790919303894
Master plan urgently needed for Grand Harbour,2019-05-02 13:11:00,"The Master plan should aim at maximising efficiency and further increase business flow in Malta's primary port.   ""The growth in Grand Harbour operations and its immediate...",positive,0.9379169344902039
Malta BNI unlocks your business potential through networking,2019-05-02 13:10:00,"Increased visibility, credibility, and profitability are the three factors that most BNI members mention when asked how has BNI positively affected their business.  BNI stands for Business...",neutral,0.7994728684425354
MIA holds exclusive screening of Without Question,2019-05-02 13:09:00,"Members of the Malta Institute of Accountants enjoyed a complimentary screening of the thought-provoking film Without Question. Produced by the Institute of Chartered Accountants in England and Wales,...",neutral,0.8488832116127014
MAPFRE’s economic research predicts global slowdown,2019-05-02 13:08:00,"The global economy exhausts its cycle by slowing down after having reached the highest level of growth during 2018, until it approaches the current values that are in line with its trend growth. This...",neutral,0.5758497714996338
“Malta’s economic success in an interdependent world economy is a result of its agile,2019-05-02 13:07:00,"""Malta's economic success in an interdependent world economy is a result of its agile, flexible and adaptable approach"" During the first meeting of 5+5 ministers responsible for Cohesion and...",positive,0.8949350118637085
Malta with the second-highest early school leavers in the EU,2019-05-02 13:06:00,"Eurostat, the statistical office of the European Union, has published the most recent data for the EU and its member states on achievement against the two Europe 2020 education headline...",neutral,0.7895873188972473
Malta falls to 6th lowest unemployment in Europe,2019-05-02 13:06:00,"After many months in which Malta ranked at third lowest in the EU unemployment stakes, it has now fallen to sixth lowest according to Eurostat yesterday. The euro area seasonally-adjusted...",negative,0.9628859162330627
Malta’s inability to tackle money laundering cases shoots through the roof,2019-05-02 13:04:00,Noel Grima Malta is proving to be completely unable to tackle and judge money laundering cases. A graph included in the EU Justice Scoreboard issued last week shows that Malta's inability to...,negative,0.8632825613021851
Increase in number of regulated companies driving senior management salaries upwards,2019-05-02 11:46:00,Recent market developments in Malta have continued to bring about an increase in salaries for senior management roles in regulated and large companies. These roles have expanded and become more...,positive,0.7548696398735046
Hili Company continues to spread its wings globally,2019-04-30 13:52:00,"Mariner Logistics, a Hili Company subsidiary, has acquired Elipse BLC for €20.3 million. Strategically located in the Riga International Airport territory, Latvia, Elipse is a state of the art...",positive,0.5217726230621338
RegTech: From Compliance to a Transformation Agent,2019-04-30 12:12:00,"The aftermath of the banking crises was an ever-increasing complex and demanding regulatory landscape for the banking industry. The change with the most impact came through the CRD IV package, but...",neutral,0.8414362072944641
Renault-Nissan merger idea revived,2019-04-30 11:52:00,"The Maltese market closed in the green on Monday, with MSE Equity Total Return Index ending the session 0.015% higher, to 9,485.311 points. Best performer was Fimbank plc by jumping 3.68% to close at...",positive,0.9395322203636169
Markets advance on US growth,2019-04-29 13:14:00,"US markets ended the week higher on Friday, with indexes setting fresh records on the back of 3.2% GDP growth, above expectations of 2.3%. The Dow Jones Industrial Average gained 79 points, or 0.1% to...",positive,0.9477291107177734
Markets under pressure,2019-04-26 14:41:00,"U.S. stocks closed mostly lower Thursday as manufacturing-related sectors logged big losses, offsetting a rally in social-media shares. The Dow Jones Industrial Average fell 0.5%, to 26,462.08. The...",negative,0.9700746536254883
BNF Bank supports Voca choral ensemble in aid of Puttinu Cares Foundation,2019-04-26 10:44:00,"One of Malta's finest choral ensembles, The Voca Choir, will be treating audiences to a varied repertoire in the upcoming Voca - The Journey, supported by BNF Bank, in aid of The Puttinu Cares...",neutral,0.6293806433677673
Walmart is getting into the beef business,2019-04-25 11:02:00,"The Maltese market closed in the green on Wednesday, with the MSE Equity Total Return Index ending the session 0.314% higher, to 9,414.522 points. Best performer was Tigné Mall plc, adding...",positive,0.9430167078971863
Markets jump on earnings,2019-04-24 13:34:00,"US markets shot higher on Tuesday as investors cheered the latest round of blue-chip earnings. Both the S&P 500 and Nasdaq Composite shot to fresh records, with the Nasdaq rising 105.56 points, or...",positive,0.9406370520591736
US markets return from break,2019-04-23 13:38:00,"U.S. markets returned from Good Friday break and started the week mostly higher Monday, as investors face a big week for corporate quarterly results and economic data. The Dow Jones Industrial Average...",positive,0.7669211626052856
AI at the workplace: the sweet spot between stability and change,2019-04-23 13:23:00,"The evolution of technology at the workplace has instigated the rise of automated processes, AI and robotics. If one couples this with the advent of digital nomads, it is evident that flexibility at...",neutral,0.6524761319160461
GO Ventures: €2million fund for tech start-ups launched,2019-04-18 15:52:00,"Parliamentary Secretary for Financial Services, Digital Economy and Innovation Silvio Schembri launched GO Ventures, a €2 million fund for tech start-ups aimed at start-ups in the fields of...",positive,0.6217626333236694
Markets struggle for direction,2019-04-18 13:43:00,"US markets reversed earlier gains and closed lower with the health care sector sinking on concerns over future policy changes. The Dow Jones Industrial Average slipped 3.12 points to 26,449.54 with...",negative,0.9741261005401611
"Malta is thriving, but needs to up-skill",2019-04-18 11:09:00,"While much of Europe is facing gloomy times, Malta is prospering. But the nation needs to invest heavily in up-skilling students and adults alike. Otherwise, some of the people of Malta will fall...",negative,0.9375723600387573
TMBW Editorial: Being blockheads about Blockchain,2019-04-18 11:06:00,"It is, perhaps, in our national DNA to copy and imitate all that we see gaining some sort of success in the world around us. Our shops, for instance, would like to make you believe you have just...",neutral,0.8102744817733765
Markets advance on earnings,2019-04-17 14:51:00,"U.S. markets rose on Tuesday, on the back of a wave of better than expected corporate earnings. The Dow Jones Industrial Average climbed 135 points, or 0.5%, to 26,520 with the S&P 500 gaining...",positive,0.9455417394638062
"Hilton Malta does it again, and again, and again",2019-04-17 14:14:00,Hilton Malta has had a very successful first quarter and has set the standard for the hospitality industry on both a national and international basis. This has resulted in Hilton Malta being...,positive,0.9191387295722961
Markets lose steam,2019-04-16 13:49:00,"U.S. markets closed lower on Monday as last week’s gains from financial earnings ended short-lived. The Dow Jones Industrial Average slid 28 points, or 0.1%, to end around 26,384 whilst the...",negative,0.97358238697052
