headline,date,time,description,sentiment,sentiment_score
Social protection can help tackle depression,"July 15, 2009",9:01 pm CET,The EU is playing a double game in Latvia.,neutral,0.8548373579978943
EU to continue buying up butter,"July 14, 2009",1:00 am CET,National governments back extension of stockpiling scheme in effort to prop up prices.,positive,0.603615403175354
EU governments slice €600m off 2010 budget,"July 10, 2009",10:53 am CET,Ministers agree reductions but budget will still be higher than in 2009.,negative,0.9368562698364258
UK MEPs set to chair key committees,"July 10, 2009",10:31 am CET,Sharon Bowles and Malcolm Harbour expected to land important roles in the European Parliament.,neutral,0.9146379828453064
Co-ordination is key to G8 success,"July 8, 2009",10:15 pm CET,Enlarged G8 summits are proving to be inefficient and the EU bears much of the blame.,neutral,0.8200358748435974
Sweden pushes for return to sustainable public finances,"July 8, 2009",10:15 pm CET,Sweden wants to develop an EU ‘exit strategy’ and promises ‘hectic agenda’ of reforms,neutral,0.5324057340621948
Bringing standards board to account,"July 8, 2009",9:45 pm CET,"Many politicians believe that changing the EU’s rules on accounting would help stop another financial crisis, but opponents say this could be a mistake.",neutral,0.9027947187423706
From the coal face to the seafront,"July 8, 2009",9:40 pm CET,How a woman from Lorraine became an ambassador for France’s beleaguered Atlantic regions.,neutral,0.929896891117096
EU hopes to spread influence of dairy scheme,"July 8, 2009",9:06 pm CET,‘Exceptional’ support for dairy farmers may be extended until next February.,neutral,0.5694270730018616
Commission to relax rules on spending regional aid,"July 8, 2009",9:05 pm CET,Proposals aim to speed up spending of funds; co-financing plan to be scrapped temporarily.,neutral,0.6629616022109985
Council approves €4 bn for energy projects,"July 7, 2009",10:56 am CET,Lion’s share of EU’s economic recovery funding will be spent on nearly 50 energy infrastructure projects.,positive,0.593519926071167
EU ‘not facing’ deflation,"July 6, 2009",3:33 pm CET,"Eurozone ministers unfazed by drop in prices, begin looking beyond economic stimuli.",negative,0.5144979953765869
Commission proposes new microfinance programme,"July 2, 2009",10:56 am CET,"EU executive outlines programme that it hopes will reach businesses and people affected by the crisis, including the unemployed.",neutral,0.8579309582710266
EU releases money for Latvia,"July 2, 2009",7:52 am CET,,neutral,0.9276560544967651
Eurozone interest rates unchanged,"July 2, 2009",7:09 am CET,,neutral,0.8847963213920593
Swedes push for regulation deal,"July 1, 2009",10:19 pm CET,,neutral,0.8714097142219543
Ministers to call for accounting overhaul,"July 1, 2009",10:00 pm CET,,neutral,0.9034600257873535
Sinking deeper into depression,"July 1, 2009",9:40 pm CET,,neutral,0.60674649477005
"After the fat years, seven lean years?","July 1, 2009",9:20 pm CET,,neutral,0.8277320861816406
Swedes are well suited to lead the EU,"July 1, 2009",9:07 pm CET,The right country at the right time (for Eurosceptics too).,positive,0.6203978061676025
Own goals mar Czech performance,"July 1, 2009",9:02 pm CET,Double crisis sent Czechs in the wrong direction; Jan Fischer led presidency to a respectable close.,neutral,0.8683699369430542
The battle for hope,"July 1, 2009",5:27 am CET,A battle that require an ‘Americanisation’ of Europe in political terms and a ‘Europeanisation’ of America in social terms.,neutral,0.8276872634887695
A wasted opportunity,"July 1, 2009",4:26 am CET,"The Czech presidency had its successes, but the Czech political elite failed the country and other small countries.",negative,0.6544515490531921
Commission authorises aid for Belgian bank,"July 1, 2009",3:59 am CET,State aid for KBC given approval.,neutral,0.9190461039543152
Should we downgrade rating agencies?,"June 30, 2009",8:16 am CET,"Regulating rating agencies might, paradoxically, increase their importance.",negative,0.5203267335891724
The Obama effect,"June 30, 2009",2:58 am CET,"Unfortunately, it may wear itself out too soon.",neutral,0.8942610621452332
ECB pours €442bn into banking system,"June 25, 2009",5:03 am CET,"Over 1,000 banks should today receive one-year loans from the European Central Bank.",neutral,0.8850312829017639
EU bank to squeeze offshore borrowers,"June 24, 2009",10:19 pm CET,Firms may have to move to secure an EIB loan; new policy is part of crackdown on tax havens.,negative,0.7576289772987366
The rocking baron,"June 24, 2009",10:00 pm CET,Baron Karl-Theodor zu Guttenberg’s ascent to become Germany’s finance minister at the age of 37.,neutral,0.8687301874160767
Trying to sort out the EU’s finances,"June 24, 2009",9:13 pm CET,The Swedish presidency will have to refine measures to improve financial supervision.,neutral,0.9259059429168701
No room at the top,"June 24, 2009",9:03 pm CET,Committee of the Regions is still searching for a decent venue for meetings. The Committee of the Regions’ (CoR) search for a decent venue to hold its …,neutral,0.9238178730010986
Deficits prompt EU action,"June 24, 2009",11:31 am CET,"Lithuania, Malta, Poland and Romania join list of EU states whose budgets fall foul of EU rules.",negative,0.802354097366333
The danger of overregulation is overblown,"June 24, 2009",8:57 am CET,"An approach that held sway for decades may have been blown away, but its supporters are fighting a rearguard action.",neutral,0.8505017757415771
EU backs Latvian economic plan,"June 19, 2009",11:06 am CET,EU leaders throw their political weight behind Latvian prime minister’s emergency plans and swift release of EU loan.,neutral,0.8187819123268127
Agreement on financial supervision reforms,"June 19, 2009",10:30 am CET,EU committees to get new powers; European Systemic Risk Board to be created.,neutral,0.8934047818183899
Commission looks to ease rules for restructuring aid,"June 17, 2009",10:18 pm CET,Revised guidelines give banks more scope; Kroes says restructuring must be genuine.,positive,0.6341560482978821
De-stressing the eurozone’s banks,"June 17, 2009",9:20 pm CET,A quick fix will not necessarily help Europe’s banks overcome the financial crisis. They also need help to restructure their business models.,neutral,0.7380793690681458
More needed than ever before,"June 17, 2009",9:19 pm CET,The global financial crisis has forced the European Investment Bank to take unprecedent levels of risk and some governments want it to go further.,neutral,0.7069223523139954
UK smugness on aid to regions is too easy,"June 17, 2009",9:14 pm CET,Why is there a misconception in the UK that the EU has done it no good?,negative,0.8827579617500305
Commission struggles to engage with reality,"June 17, 2009",9:13 pm CET,Almunia’s defence of the Commission’s financial supervision role needs questioing.,neutral,0.7770125865936279
EU leaders hoping for deal on financial supervision,"June 17, 2009",12:10 pm CET,Member states divided over powers that the Commission proposes should be given to new authorities.,neutral,0.5122274160385132
Deal on Irish guarantees to pave way for Lisbon vote,"June 17, 2009",12:04 pm CET,"EU leaders set to agree guarantees on military neutrality, social policy and taxation.",positive,0.7856473326683044
Watering the green shoots,"June 16, 2009",6:03 am CET,"To prevent the economy’s green shoots withering away, EU governments should be wary of prematurely turning the taps off.",neutral,0.9128761887550354
A new balance of power emerges,"June 12, 2009",10:55 am CET,,neutral,0.7983262538909912
EU eases rules of unemployment fund,"June 12, 2009",4:53 am CET,,negative,0.4869273900985718
Ministers struggle to reach deal on financial supervision reform,"June 10, 2009",10:18 pm CET,,negative,0.8775998950004578
Commission wants to punish ‘risky’ banks,"June 10, 2009",10:08 pm CET,,neutral,0.7863020300865173
Why Merkel should have known better,"June 10, 2009",9:31 pm CET,,neutral,0.8715053200721741
Shock therapy to help restart economy,"June 10, 2009",9:30 pm CET,,neutral,0.8168989419937134
A summit to help steady the EU,"June 10, 2009",9:05 pm CET,"The need for economic reform, for Ireland to approve the Lisbon treaty and to combat climate change make next week’s European Council important.",neutral,0.6398597359657288
"Looser purse-strings, looser standards?","June 10, 2009",9:05 pm CET,Why we should worry about the Commission’s regional spending plans.,neutral,0.6996557116508484
Committee at the heart of regional development,"June 10, 2009",9:05 pm CET,An oversight by European Voice.,neutral,0.8909247517585754
The EU faces another five difficult years,"June 10, 2009",9:03 pm CET,"The unity of Europe’s turn to the right was not intellectual in character and, politically, may yet prove superficial.",negative,0.9183292388916016
A two-legged stool makes for wobbly transatlantic relations,"June 10, 2009",9:03 pm CET,The absence of a common fiscal policy will limit EUco-operation with the US’s brutally pragmatic administration.,negative,0.8604748845100403
Principal criteria,"June 10, 2009",5:00 pm CET,"Obduracy and a French smile. The choice of Hervé Jouanjean as the European Commission’s director-general of budget meets one of the principal criteria: he is a Frenchman, …",neutral,0.9382532238960266
Finance ministers divided over EU supervision,"June 9, 2009",11:54 am CET,Attempt to reach common positions ahead of EU summit foiled by differences over powers for EU supervisors.,negative,0.5564616918563843
Eurozone fears divergence of economies,"June 8, 2009",5:04 pm CET,Finance ministers told to plan phase-out of stimulus measures.,negative,0.6912671327590942
Ministers want clarification over Eurogroup presidency,"June 6, 2009",4:25 am CET,Finance ministers to ask Jean-Claude Juncker whether he wants to continue as president of the Eurogroup or not.,neutral,0.9288955926895142
EU signs trade deal with African countries,"June 5, 2009",6:31 am CET,"Botswana, Lesotho and Swaziland sign interim Economic Partnership Agreement.",positive,0.773209273815155
"Latvia’s budget is a ‘first step’, EU says","June 4, 2009",8:48 am CET,European commissioner says Latvia needs to follow budget up with more action to improve the state of its finances.,positive,0.5637179613113403
ECB keeps eurozone rates on hold,"June 4, 2009",6:55 am CET,Interest rate remains at 1%; eurozone’s economy may contract by 5.1% in 2009.,neutral,0.7678520083427429
Europe a ‘haven’ for investors,"June 4, 2009",6:33 am CET,Western Europe received the lion’s share of foreign investment in 2008.,neutral,0.5853314995765686
Regional funding rules ‘should’ be eased,"June 4, 2009",1:00 am CET,Commission wants to ease access to regional funds in response to the recession.,neutral,0.7112528681755066
Czechs seek agreement on new financial supervision mechanism,"June 3, 2009",10:19 pm CET,Ministers to discuss major changes to system but disagreement over role of European Central Bank.,positive,0.6864230036735535
EU set to launch ‘Baltic Club’,"June 3, 2009",10:18 pm CET,Baltic Sea Strategy to be launched in October in a bid to ease trade and tackle marine pollution.,neutral,0.899649977684021
Commission should not be the fall guy,"June 3, 2009",10:18 pm CET,Rather than criticise Brussels – which has played its role to the full – governments should co-ordinate their policies more effectively.,neutral,0.9180517792701721
We must avoid protectionism like the plague,"June 3, 2009",10:17 pm CET,"Once again, a public-health scare is being seized upon by protectionists.",neutral,0.9018720984458923
"Big promises, but no cash","June 3, 2009",10:16 pm CET,"Countries meet in Bonn to prepare for Copenhagen, but polluters disagree over what is a ‘fair effort’.",neutral,0.8698769807815552
The ‘new normal’ could be messy and inefficient,"June 3, 2009",10:16 pm CET,"The economic crisis and political changes in key member states could mean a different, and rather unpleasant, future for the EU.",negative,0.8109884858131409
Stand-in goalkeeper,"June 3, 2009",10:10 pm CET,Will Gordon Bajnai defend Hungary’s interests just as well as he did as a football goalkeeper?,neutral,0.9092622399330139
Standards board pair are called to account,"June 3, 2009",10:09 pm CET,Member states concerned about IASB response to financial crisis.,neutral,0.9260091781616211
A sense of injustice in the east,"June 3, 2009",9:30 pm CET,"The economic crisis has hit many countries in central and eastern Europe hard, which may affect the way people vote in the European elections.",negative,0.6437409520149231
Job changes putting budget in the balance,"June 3, 2009",9:05 pm CET,"Upheaval in the Commission’s budget department. An appointment hangs in mid-air in the European Commission’s budget department. On 1 June, Luis Romero Requena became head of the …",negative,0.8020896911621094
A new direction for Europe,"June 3, 2009",9:03 pm CET,,neutral,0.7113510966300964
EIB increases lending again,"May 29, 2009",6:27 am CET,,positive,0.633456826210022
Commission in bid to ease regional aid rules,"May 27, 2009",10:20 pm CET,,positive,0.4676269292831421
Making China and the EU better partners,"May 27, 2009",10:11 pm CET,,neutral,0.5538290143013
Enthusiastic economist,"May 27, 2009",10:10 pm CET,,neutral,0.7796450257301331
Out-of-step Italy shows scant respect for the EU,"May 27, 2009",10:10 pm CET,,neutral,0.6980615258216858
Battling over EU billions,"May 27, 2009",9:19 pm CET,"When EU member states start to discuss the future of regional development policy, sharp differences will emerge over how much money should be allocated and where it should be spent.",neutral,0.6457802057266235
Radical plans for cohesion policy,"May 27, 2009",9:18 pm CET,Reformers argue for major changes to the way money is distributed and a stronger evaluation role for the European Commission.,neutral,0.8601796627044678
Arguing for a change of emphasis,"May 27, 2009",9:17 pm CET,The European commissioner in charge of regional policy says that there has been a shift in priorities but further changes are necessary.,neutral,0.8461381196975708
Climate change climbs the agenda,"May 27, 2009",9:16 pm CET,"From northern Romania to south-west England, concerns about global warming have led to calls for changes to regional policy.",neutral,0.4729195833206177
A simpler approach to funding projects,"May 27, 2009",9:15 pm CET,"The Commission has taken steps to speed up the release of funding, but success will depend on member states too.",neutral,0.9290095567703247
Bringing Lubelskie to Brussels,"May 27, 2009",9:14 pm CET,Being the sole representative for one of Poland’s biggest regions is a challenge for Marta Lorens.,neutral,0.8668352961540222
Controversial controls,"May 27, 2009",9:12 pm CET,The distribution of regional funds is a complicated issue.,neutral,0.5093804001808167
A strong policy to benefit Europe (I),"May 27, 2009",9:11 pm CET,"There has been a great deal of progress on regional policy initiatives in recent years, but there is still a long way to go to close the social divide in Europe.",positive,0.7830518484115601
A strong policy to benefit Europe (II),"May 27, 2009",9:10 pm CET,"In these difficult financial times, it is more important than ever to develop new projects that help close the gap between Europe’s rich and poor.",positive,0.792668342590332
Merkel sets out pragmatic vision for Europe,"May 27, 2009",10:34 am CET,"German chancellor insists that the EU must become deeper before it becomes larger and focus on political needs, rather than aims.",neutral,0.8524795174598694
Barroso banks on EU leaders for financial reform,"May 27, 2009",7:20 am CET,"Amid reports of emerging national differences, European Commission’s president presses EU leaders to avert a watering down of EU-wide reforms.",neutral,0.8137183785438538
EU to pay dairy farmers early,"May 26, 2009",1:00 am CET,"Day of protests in Belgium, France and Germany produces promise of early payment, as pressure grows to retain milk quotas.",neutral,0.8660798668861389
The dollar’s last days as the dominant reserve currency?,"May 19, 2009",10:18 pm CET,It is time to think of another reserve asset alongside the dollar and the euro.,neutral,0.8138660788536072
Commission clears takeover of Hypo Real Estate,"May 15, 2009",4:34 am CET,German government to increase its share in financial institution.,neutral,0.8452407717704773
Economic outlook darkens,"May 15, 2009",4:23 am CET,European Central Bank says recession this year will be twice as bad as it projected.,negative,0.9117711186408997
Laying the foundations for financial supervision reform,"May 13, 2009",10:17 pm CET,Commission to announce details of new EU bodies; States divided over de Larosière proposals.,neutral,0.9182996153831482
EU set to sign tax deal with Liechtenstein,"May 13, 2009",10:15 pm CET,Commission hoping for breakthrough in fight against tax evasion.,positive,0.7133906483650208
Europe must not bear the brunt of currency realignment,"May 13, 2009",10:14 pm CET,China and Japan must do their bit to reduce the current-account deficit of the US now that Europe has played its part.,neutral,0.7634899616241455
Protectionism fears to mark talks,"May 13, 2009",10:10 pm CET,Bilateral trade will be at the centre of the annual EU-China summit.,negative,0.612174391746521
The EU should dare to care about jobs,"May 13, 2009",10:10 pm CET,"The EU should do more, not less, to create jobs and growth.",neutral,0.8461154103279114
Living dangerously on drugs,"May 13, 2009",10:09 pm CET,The boss of drugs giant Bayer is concerned about the future in Europe.,neutral,0.89870685338974
Trade talks ‘on track’,"May 13, 2009",10:08 pm CET,The Commission insists that free trade talks with South Korea are moving ahead as scheduled.,neutral,0.5695392489433289
A great game with unknown depths,"May 13, 2009",9:10 pm CET,"The troubled economic outlook is the biggest worry for eastern Europe, but Russia’s increasing influence there should  be contained, too.",neutral,0.8460482358932495
Social issues key to resolving crisis,"May 13, 2009",9:01 pm CET,"The debate started by European Voice about social values (‘Social and political values should be debated, too’, 30 April-6 May) is very important. As part of the …",neutral,0.8055809736251831
EU releases funds for Bulgaria roads,"May 12, 2009",11:51 am CET,,neutral,0.9262210130691528
WestLB must shrink to receive aid,"May 12, 2009",5:58 am CET,,neutral,0.8438432812690735
EU and India prepare for post-election free trade talks,"May 11, 2009",5:47 am CET,,neutral,0.8989161252975464
Germany as a financial shock absorber,"May 11, 2009",5:15 am CET,,neutral,0.6740565299987793
Commission approves €18bn in aid for Commerzbank,"May 7, 2009",7:56 am CET,,positive,0.8134239912033081
ECB cuts interest rate to 1%,"May 7, 2009",7:46 am CET,,neutral,0.6809085607528687
Frauds provoke backlash against EU funding for UN,"May 6, 2009",10:20 pm CET,MEPs call on the European Commission to drop funding for some UN programmes.,negative,0.8873509764671326
My bad bank is better than your bad bank,"May 6, 2009",10:17 pm CET,Little progress made since G20 talks; German plan causing competition concerns.,positive,0.5647884607315063
Rebalancing a disrupted economy,"May 6, 2009",10:15 pm CET,"For years it was the world’s star economy, but now Germany’s economic output is predicted to shrink by as much as 6%.",neutral,0.6130918264389038
"No way, says Norway","May 6, 2009",9:02 pm CET,Request for funding gets a negative response. EU plans for easing its own financial crisis by squeezing non-members have run into trouble.  The 30 April deadline has …,neutral,0.8684331178665161
MEPs make it easier to tap globalisation adjustment fund,"May 6, 2009",11:53 am CET,Changes to eligibility criteria approved.,neutral,0.7428091168403625
No agreement on raising excise duty on tobacco,"May 5, 2009",11:10 am CET,Proposal would raise the minimum excise rate; Czech presidency calls for further discussions.,neutral,0.9023483395576477
EU and Japanese leaders meet in Prague,"May 4, 2009",11:54 am CET,Stalled trade talks tops summit in the Czech capital.,neutral,0.9037972688674927
Economic forecasts cut as downturn worsens,"May 4, 2009",7:57 am CET,Commission says all but one EU member states will be in recession by the end of the year.,negative,0.9608033895492554
Germany fails to meet CAP deadline,"April 30, 2009",9:50 am CET,German farm minister defends decision to delay publication of data about EU agricultural subsidies.,negative,0.9314175248146057
Bringing a hi-tech focus to transatlantic trade,"April 30, 2009",9:40 am CET,James Lovegrove was attracted to his job by the combination of innovation and politics.,neutral,0.7241788506507874
Impressionists as dentists,"April 30, 2009",8:18 am CET,What would EU policy look like if its newer members were policy-drivers?,neutral,0.8365919589996338
Commission wants 3.4% increase for 2010 budget,"April 29, 2009",10:15 pm CET,"The European Commission has proposed a 3.4% increase in the EU’s budget for 2010, asking for €139 billion compared to its request for €134.4bn for 2009.",positive,0.8109455108642578
EU to launch free-trade talks with Canada at Prague summit,"April 29, 2009",10:15 pm CET,Member states want ‘enhanced’ trade deal. Canadian ambassador says his country is ‘enthusiastic’.,positive,0.584965169429779
"Social and political values should be debated, too","April 29, 2009",10:12 pm CET,"Welfare states across Europe have reduced the scale of inequality, but that has not led to more equal societies.",neutral,0.9149764180183411
Tied up and waiting for China,"April 29, 2009",10:10 pm CET,"Thanks to our old-fashioned Southern banking sector, which was never invited to join Wall Street’s St Vitus’s Dance, at first the global slump felt like everyone else’s nightmare. Now we know that it is ours too.",neutral,0.7526638507843018
Wise approaches to financial reform?,"April 29, 2009",9:40 pm CET,"There are some fine ideas being put forward on how to repair damaged financial markets, but what will happen is still far from certain.",neutral,0.8624305725097656
Europe United: a balance sheet,"April 29, 2009",11:09 am CET,Europe’s enlargement commissioner pinpoints four key measures and argues the EU can deepen and widen at the same time.,neutral,0.8977428674697876
The new revolt of the masses,"April 27, 2009",5:22 am CET,"If the credo in 1989 was liberty, it is now equality.",neutral,0.6518527865409851
Light on a dark art,"April 24, 2009",9:43 am CET,A decision to extend anti-dumping duties on Chinese candles casts a light on the political bias in decision-making.,neutral,0.8804779052734375
MEPs attack secrecy of Council’s accounts,"April 24, 2009",6:20 am CET,Parliament votes to delay approval of Council’s 2007 spending.,negative,0.8885754346847534
Everybody’s doing the Riviera,"April 22, 2009",5:00 pm CET,"The rich have their problems, too. You know that the economic crisis is serious when Monaco, the playground of Europe’s jet-set, decides to go on strike.  Just …",neutral,0.9190526604652405
Parliament accounts show €256m pension deficit,"April 22, 2009",5:00 pm CET,French and Italian MEPs have no national pension; supplementary pension fund will not be bailed out.,neutral,0.8474010825157166
Why unilateral adoption of the euro should be tolerated,"April 22, 2009",5:00 pm CET,Some countries in central and eastern Europe should switch swiftly to the euro – and the EU should tolerate that.,neutral,0.891921877861023
Brilliant solutions are not always taken on board,"April 22, 2009",5:00 pm CET,Jacques de Larosière’s report on the financial markets was well received but national governments might yet stop it in its tracks.,neutral,0.9109662175178528
Unlocking credit channels,"April 22, 2009",5:00 pm CET,,neutral,0.8197116255760193
Betting on Obama’s good sense,"April 22, 2009",5:00 pm CET,,neutral,0.818092405796051
The uneasy task of restoring faith,"April 22, 2009",5:00 pm CET,,neutral,0.7564526796340942
Everybody’s doing the Riviera,"April 22, 2009",5:00 pm CET,,neutral,0.9190526604652405
Commission asks for €5bn loan for Romania,"April 21, 2009",9:07 am CET,,neutral,0.7045971155166626
Which globalisation will survive?,"April 20, 2009",5:24 am CET,,neutral,0.9241379499435425
MEPs’ extra pensions get Parliament guarantees,"April 15, 2009",10:10 pm CET,MEPs grant guarantees to their own additional pension fund.,neutral,0.9104413390159607
Dynamic Dane,"April 15, 2009",10:10 pm CET,"It took some time, but Denmark’s new prime minister has finally come of age.",neutral,0.9156544208526611
Rapex undermined by lack of traceability,"April 15, 2009",10:09 pm CET,Problem is acute for Chinese products as investigators unable to pinpoint manufacturers.,negative,0.9575009942054749
MEPs seek clarification on consumer rights law,"April 15, 2009",10:03 pm CET,The European Parliament is expected to demand clarifications from the European Commission next month over how far a proposed harmonisation of EU consumer rights law could force member states to lower existing safeguards.,neutral,0.9304180145263672
The Balkan bail-out club keeps getting bigger,"April 15, 2009",10:00 pm CET,Few countries are able to avoid the downturn and experts fear backlash against liberal reforms.,neutral,0.7491005063056946
The disappointing picture of EU trade,"April 9, 2009",11:29 am CET,A WTO report does not reveal the full picture.,negative,0.9602300524711609
Keep some rigour in recovery,"April 8, 2009",10:10 pm CET,"Despite Obama’s return home, the EU should keep economic recovery on track.",neutral,0.8772499561309814
Concern over effects of a ban on seal products,"April 8, 2009",10:09 pm CET,"Ban may be incompatible with WTO rules, while Canada and Norway warn of repercussions.",negative,0.8709890842437744
"No distractions, or economic discussion with the US will fail","April 8, 2009",10:08 pm CET,"Whatever the differences and challenges, financial regulation must become a central element of  thetransatlantic dialogue.",neutral,0.9222797155380249
Call for tighter regulation of hedge funds,"April 8, 2009",10:08 pm CET,"Commission to propose strict financial rules, but suggested thresholds criticised as ‘too high’.",neutral,0.8258963823318481
A second mandate for Barroso will test everyone’s patience,"April 8, 2009",10:07 pm CET,"The times are too dangerous to continue waiting for consensus, writes John Wyles",neutral,0.7685534954071045
A new American challenge to Europe,"April 8, 2009",10:06 pm CET,Barack Obama’s ambitions to rebuild transatlantic ties should be met with open arms by European leaders.,neutral,0.7581687569618225
Serbia to sign stand-by agreement with the IMF,"April 8, 2009",10:00 pm CET,Serbia signs deal with the IMF worth €3bn.,positive,0.9274760484695435
Texan trader,"April 8, 2009",10:00 pm CET,"Ron Kirk, the new US trade representative, was neither a household name outside Texas nor well known in trade circles when Barack Obama appointed him.",neutral,0.9173445701599121
Following the G20’s lead to revitalise economy,"April 8, 2009",5:00 pm CET,The EU must do more to deal with financial crisis.,positive,0.8681572079658508
A global response to crisis,"April 8, 2009",5:00 pm CET,We must take action to regulate financial systems.,neutral,0.8360477685928345
Canada to challenge the EU over trade in seal products,"April 7, 2009",6:05 am CET,Trade minister says there is no justification for any ban on trade in seal products and will challenge a ban in the WTO.,negative,0.5892233848571777
Ministers start work to overhaul financial system,"April 6, 2009",9:43 am CET,UK says de Larosière would give too many powers to EU institutions.,neutral,0.8966594934463501
Pressure mounts for change to EU accounting,"April 3, 2009",11:25 am CET,Political climate and US rule changes may force convergence of EU and US accountancy standards.,positive,0.3549264073371887
Anger at new banking secrecy list,"April 3, 2009",6:40 am CET,"OECD list includes Austria, Luxembourg and Switzerland; all three hit out at decision.",negative,0.9166186451911926
Following up on the G20 deal,"April 3, 2009",6:07 am CET,Transatlantic differences will linger; the EU and the US should therefore raise the importance of their Transatlantic Economic Council.,neutral,0.9095368981361389
G20 pledges $1.1 trillion,"April 2, 2009",2:47 pm CET,Summit ends with agreement on measures to help struggling economies and moves to rein in financial institutions.,neutral,0.8406247496604919
Eurozone rates cut,"April 2, 2009",8:10 am CET,Interest rates are now at an all-time low of 1.25%.,neutral,0.8208231925964355
Ban on trade in seal products getting closer,"April 1, 2009",9:52 pm CET,Majority of national governments back ban.,neutral,0.6183827519416809
Let’s see how the French cope with Hungarian foie gras,"April 1, 2009",9:51 pm CET,,neutral,0.9234817624092102
Commission shelves plan to cut tax on green products,"April 1, 2009",9:51 pm CET,,neutral,0.7094618678092957
Airport slots plan may be grounded by MEPs,"April 1, 2009",5:00 pm CET,,negative,0.8511871695518494
Get tough on tax rules,"April 1, 2009",5:00 pm CET,,neutral,0.8169511556625366
Different paths to financial recovery,"April 1, 2009",5:00 pm CET,,neutral,0.924172580242157
The global crisis and a new world order,"April 1, 2009",5:00 pm CET,,neutral,0.8345544934272766
Barroso denies reacting slowly to economic crisis: Interview,"April 1, 2009",5:00 pm CET,A full transcript of European Voice’s Interview with José Manuel Barroso.,neutral,0.9023741483688354
"G20, where is the trade?","April 1, 2009",7:15 am CET,The G20’s silence on trade cannot conceal its emerging hypocrisy on protectionism.,neutral,0.8608040809631348
Brave new financial world,"March 31, 2009",5:57 am CET,"The world’s leaders are struggling to choose a new philosophy for the international financial system; without one, globalisation may go into reverse.",neutral,0.7757327556610107
‘EU and US positions on G20 are closer than ever’,"March 31, 2009",5:29 am CET,Commission president dismisses suggestions about transatlantic split over how to deal with economic crisis.,positive,0.8881171941757202
Industrial slump ‘nearing its end’,"March 27, 2009",9:11 am CET,"Business leaders sound note of hope about economic prospects, but warn that Europe’s lead in green economy is narrowing.",negative,0.6839830875396729
Commission plays down importance of Nabucco pipeline,"March 26, 2009",2:50 pm CET,Andris Piebalgs says the gas pipeline is not the fundamental change that Europe needs,neutral,0.9085725545883179
Barroso: EU and US have achieved consensus on G20 positions,"March 26, 2009",2:03 pm CET,Commission president says sensible regulation is needed on EU and global level,positive,0.9500125646591187
Vondra: Topolánek not criticising US stimulus,"March 26, 2009",1:45 pm CET,Czech deputy prime minister defends prime minister’s ’road to hell’ statement,neutral,0.7152563333511353
European business leader warns downturn may last until 2011,"March 26, 2009",1:28 pm CET,Ernest-Antoine Seillière says Europe must be prepared for two years of economic difficulty,negative,0.9355891346931458
European Business Summit in pictures,"March 26, 2009",1:00 pm CET,See who is attending the European Business Summit in Brussels,neutral,0.8809767961502075
MEPs block trade deal with Turkmenistan,"March 26, 2009",11:36 am CET,Parliament postpones vote indefinitely; seeks promises on human rights,negative,0.8374052047729492
Report calls for EU skills pact to prepare for post-crisis era,"March 26, 2009",9:51 am CET,FEB/Insead report wants public-private partnership to re-skill the EU’s labour force,positive,0.723203718662262
ECB vice-president says governments should clean up banks more quickly,"March 26, 2009",8:48 am CET,Lucas Papademos calls for measures to help banks get rid of bad assets,neutral,0.5387039184570312
Verheugen warns of threat from ’protectionist US elements’,"March 26, 2009",7:56 am CET,Enterprise commissioner tells European Business Summit that the public procurement sector is a particular problem,negative,0.767035961151123
Denmark to challenge farm-spending penalty,"March 25, 2009",11:17 pm CET,Farm minister says €100m cut is ‘absurd’ but Commission claims Denmark is in breach of EU requirements.,negative,0.5797778367996216
Lack of co-operation hinders economic recovery,"March 25, 2009",10:40 pm CET,US jibes about fiscal policy do more harm than good but the G20 meeting next week should not descend into a shouting match.,negative,0.961796224117279
Ukraine’s political ambiguity,"March 25, 2009",10:30 pm CET,The intense attention to Ukraine in Brussels in the last week has offered an intriguing opportunity to compare and contrast approaches to the fate of this country so pivotal to European energy security.,neutral,0.8714796900749207
Renault ‘repatriation’,"March 25, 2009",6:00 pm CET,French protectionism re-surfaces as issue during EU summit.,neutral,0.8014853000640869
Lacklustre spring summitry,"March 25, 2009",6:00 pm CET,Council to provide €5bn for infrastructure; assistance funds to be doubled to €50bn.,negative,0.8721762895584106
Tighter financial regulation to avert future economic crises,"March 25, 2009",6:00 pm CET,Leaders of the EU member states called for sweeping reforms to the regulation and supervision of financial services to avoid a repetition of the credit crunch and …,neutral,0.6289277672767639
Public sector’s late show,"March 25, 2009",6:00 pm CET,Governments’ attempts to ease liquidity could usefully start at home.,neutral,0.880203127861023
Funding proposal to help energy-efficient buildings,"March 25, 2009",6:00 pm CET,Call for more money for improvements.,positive,0.5436149835586548
Serbia asks for €120m in return for economic reform,"March 25, 2009",12:48 pm CET,Serb government wants the Commission to support ambitious reform programme.,positive,0.7065603733062744
Romania approves terms of €20bn IMF-led aid package,"March 25, 2009",6:48 am CET,Government commits itself to implementing major economic reforms.,positive,0.9128307700157166
Gordon Brown accused of economic nationalism,"March 24, 2009",2:09 pm CET,,negative,0.7914958596229553
Five member states given deadline to cut deficits,"March 24, 2009",12:42 pm CET,,negative,0.4118099808692932
MEPs want tighter control of credit rating agencies,"March 24, 2009",5:22 am CET,,neutral,0.8698915839195251
